"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","RADIO,C,1","PERYREV,C,1","REVCIEN,C,1","INTERNET,C,1","TELEVI,C,1","ESCUNIV,C,1","ALLOPTS,C,1","NONEOP,C,1","NOSABE,C,1","HRSTV,C,3","NOTITV,C,3","CYTTV,C,3","HRSRADIO,C,3","NOTIRA,C,3","CYTRA,C,3","DIASPER,C,1","ARTIPER,C,3","NOTIPER,C,3","CYTPER,C,3","DIASREV,C,2","ARTREV,C,2","NOTIREV,C,2","CYTREV,C,2","REVISTA1,C,30","REVISTA2,C,30","REVISTA3,C,30","ACCOMPU,C,1","LUGAR1,C,2","LUGAR2,C,2","CINTERN,C,1","ACCINTER,C,1","HORASIN,C,3","ARTEYHUM,C,1","SOCYCUL,C,1","CONVERTR,C,1","INSTGOB,C,1","CIENCIA,C,1","DEPOR,C,1","ECOYFIN,C,1","ENTRETE,C,1","TECNOL,C,1","NOTIAC,C,1","EDUCA,C,1","SERVSREF,C,1","COMENLI,C,1","CORREOE,C,1","MEDICINA,C,1","OTROS,C,1","MUSARTE,C,1","ZOO,C,1","BIBLIOPUB,C,1","MUSCYT,C,1","PLANETA,C,1","EXPTYI,C,1","SEMNCYT,C,1","MUCHPCYT,C,1","DESCYTNE,C,1","PERSINCC,C,1","PREFTVSI,C,1","NOLEECYT,C,1","NUMREN,C,2","FACPER,N,10,0"
01,072,2,7,06,002,0001,0394,060134,01,111111,2,6,5,4,1,3,0,0,0,007,001,000,021,005,000,2,003,001,000,05,05,03,00,CRUCIGRAMAS,TV NOVELAS,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,9,9,9,9,9,02,6426
01,025,1,7,06,002,0001,0394,060134,02,111111,6,5,4,3,2,1,0,0,0,010,002,001,008,002,000,0,000,000,000,00,00,00,00,,,,1,02,00,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,3,3,2,2,2,01,1607
01,028,1,7,06,002,0001,0394,060134,03,111111,6,5,3,2,4,1,0,0,0,008,002,000,000,000,000,7,010,005,001,15,10,05,03,MENS HED,MUY INTERESANTE,SELECCIONES RAIDERS,2,,,1,1,001,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,3,3,2,3,3,03,1607
01,050,1,7,06,002,0001,0394,060134,04,111111,6,3,5,2,4,1,0,0,0,010,005,005,000,000,000,3,030,015,015,01,15,10,05,SELECCIONES,,,1,01,02,1,1,999,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,3,3,1,2,3,01,1607
01,040,1,7,06,002,0001,0394,060134,05,111111,0,0,0,0,0,0,0,0,1,000,000,000,010,002,001,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,3,2,3,3,2,01,1607
01,037,1,7,06,010,0001,0362,060144,01,111111,3,4,6,5,2,1,0,0,0,040,010,000,010,007,000,7,015,007,007,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,01,7260
01,033,2,7,06,010,0001,0362,060144,02,111111,2,3,5,4,1,6,0,0,0,007,004,003,008,000,000,1,005,004,001,01,20,20,00,SELECCIONES,BUEN HOGAR,PADRES E HIJOS,2,,,1,1,001,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,4,3,3,3,2,02,2118
01,018,2,7,06,010,0001,0362,060144,03,111111,3,2,6,5,1,4,0,0,0,021,003,007,005,002,000,0,000,000,000,02,03,00,00,TV NOVELAS,VEINTIDOS,,2,,,1,1,004,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,3,3,2,2,03,2118
01,037,2,7,06,010,0001,0362,060144,04,111111,6,2,3,5,4,1,0,0,0,005,003,002,072,040,012,3,008,004,004,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,3,2,2,1,3,02,2118
01,019,2,7,06,010,0001,0362,060144,05,111111,4,6,5,2,3,1,0,0,0,014,005,000,007,000,000,0,000,000,000,00,00,00,00,,,,1,01,02,1,1,002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,3,3,2,2,04,2118
01,072,2,7,06,002,0001,0341,060165,01,111111,5,3,4,2,1,6,0,0,0,042,007,000,007,000,000,3,010,003,000,01,02,00,00,TV NOVELAS,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,01,3876
01,029,1,7,06,002,0001,0341,060165,02,111111,0,0,0,0,0,0,0,0,1,005,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,01,1938
01,035,1,7,06,002,0001,0341,060165,03,111111,2,5,4,6,1,3,0,0,0,005,005,000,007,007,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,1,4,2,1,3,3,01,1938
01,034,1,7,06,002,0001,0341,060165,04,111111,0,0,0,0,0,0,0,1,0,020,003,000,002,000,000,3,010,005,005,00,00,00,00,,,,1,01,00,1,1,002,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,3,3,05,1938
01,040,2,7,06,002,0001,0341,060165,05,111111,3,4,5,6,1,2,0,0,0,021,009,000,035,010,006,1,005,003,001,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,2,2,3,2,2,2,02,3876
01,020,1,7,06,010,0001,0080,060195,01,111111,6,5,4,1,3,2,0,0,0,018,001,008,005,001,001,7,007,005,001,03,07,01,03,PROCESO,MUY INTERESANTE,ARQUITECTURA,2,,,1,1,005,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,3,3,3,2,2,03,2313
01,056,1,7,06,010,0001,0080,060195,03,111111,0,0,0,0,0,0,0,0,1,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,01,2313
01,018,2,7,06,010,0001,0080,060195,04,111111,4,5,6,1,2,3,0,0,0,010,005,001,007,003,001,7,008,008,000,01,15,09,02,SELECCIONES,,,1,01,00,1,1,007,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,3,3,3,3,3,03,9716
01,043,1,7,06,010,0001,0080,060195,05,111111,0,0,0,0,0,0,0,0,1,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,02,2313
01,045,1,7,06,010,0001,0324,060200,01,111111,2,1,4,6,3,5,0,0,0,015,005,004,005,004,000,5,028,005,003,05,05,03,00,TV NOVELAS,TV NOTAS,HISTORIETAS,1,99,99,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,2,2,2,2,3,3,01,1903
01,020,2,7,06,010,0001,0324,060200,02,111111,1,2,4,6,5,3,0,0,0,003,001,000,001,000,000,2,002,002,000,02,02,02,00,MUY INTERESANTE,GEO MUNDO,NACIONAL GEOGRAFIC,2,,,1,1,002,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,02,1268
01,051,2,7,06,010,0001,0324,060200,03,111111,5,4,3,2,6,1,0,0,0,024,014,000,000,000,000,3,009,003,000,01,03,00,00,VANIDADES,TV NOVELAS,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,3,2,2,1,02,1268
01,039,2,7,06,010,0001,0324,060200,04,111111,6,5,1,2,4,3,0,0,0,015,007,004,005,005,000,2,001,001,000,01,02,02,00,PANORAMA ACUICORA,MAGASINE,ACUACULTURE MAGASINE,1,01,02,1,1,008,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,3,2,3,3,02,1268
01,043,1,7,06,010,0001,0324,060200,05,111111,5,3,6,2,1,4,0,0,0,014,007,004,000,000,000,7,010,010,000,01,02,02,00,SELECCIONES,,,1,01,00,1,1,001,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,3,2,2,3,01,1903
01,020,1,7,06,010,0001,0413,060258,01,111111,3,2,6,1,5,4,0,0,0,000,000,000,001,000,000,1,003,001,000,00,00,00,00,,,,1,01,03,1,1,007,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,3,3,3,2,2,03,2298
01,035,2,7,06,010,0001,0413,060258,02,111111,1,2,3,5,4,6,0,0,0,000,000,000,010,003,001,0,000,000,000,01,09,01,01,SELECCIONES,TV NOVELAS,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,5,5,5,5,2,02,2873
01,029,2,7,06,010,0001,0413,060258,04,111111,2,3,5,4,1,6,0,0,0,005,001,001,000,000,000,0,000,000,000,01,08,01,01,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,3,3,02,2873
01,040,1,7,06,010,0001,0413,060258,05,111111,1,4,5,3,2,6,0,0,0,007,003,001,008,003,002,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,3,3,2,01,2298
01,036,1,7,06,002,0001,0337,060285,02,111111,6,2,4,1,5,3,0,0,0,003,003,000,003,001,001,7,030,015,015,04,15,10,03,A�O CERO,SELECCIONES,MUY INTERESANTE,1,01,02,1,1,040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,3,3,01,1925
01,054,1,7,06,002,0001,0337,060285,03,111111,6,5,4,1,2,3,0,0,0,003,003,000,003,003,000,7,010,008,000,03,03,03,00,MEDICAL,ANTROPOLOGIA,,1,01,02,1,1,001,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,9,9,9,9,9,9,9,3,2,2,2,2,01,1925
01,033,2,7,06,002,0001,0337,060285,05,111111,6,4,2,3,5,1,0,0,0,014,014,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,2,2,2,2,2,01,3849
01,033,2,7,06,002,0001,0553,060318,01,111111,3,5,1,4,6,2,0,0,0,010,007,003,020,005,000,5,050,025,020,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,3,3,3,3,2,02,1308
01,033,2,7,06,002,0001,0553,060318,02,111111,4,2,5,6,3,1,0,0,0,007,007,000,000,000,000,7,049,045,004,00,00,00,00,,,,1,99,99,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,2,2,3,3,02,1308
01,077,1,7,06,002,0001,0553,060318,03,111111,2,1,5,6,4,3,0,0,0,005,003,000,007,005,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,3,2,2,2,01,3434
01,038,2,7,06,002,0001,0553,060318,04,111111,6,5,3,2,4,1,0,0,0,035,005,001,042,008,002,2,010,005,001,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,3,2,1,2,2,02,1308
01,046,1,7,06,002,0001,0553,060318,05,111111,6,5,3,2,4,1,0,0,0,010,002,000,015,005,002,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,9,9,9,9,9,01,3434
01,052,1,7,06,010,0001,0146,060322,01,111111,2,3,5,4,1,6,0,0,0,010,005,001,010,010,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,1,1,5,5,5,02,3339
01,020,1,7,06,010,0001,0146,060322,02,111111,1,2,0,0,0,0,0,0,0,002,001,000,040,010,001,0,000,000,000,00,00,00,00,,,,2,,,1,1,001,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,02,3339
01,068,2,7,06,010,0001,0146,060322,03,111111,1,3,0,0,2,0,0,0,0,014,000,000,010,010,000,3,004,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,5,2,2,01,1272
01,054,2,7,06,010,0001,0146,060322,04,111111,1,0,0,0,2,0,0,0,0,005,000,000,003,000,000,0,000,000,000,01,01,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,3,2,5,5,02,1272
01,064,2,7,06,010,0001,0146,060322,05,111111,6,5,4,3,2,1,0,0,0,005,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,01,1272
01,061,2,7,06,002,0001,077A,060324,02,111111,1,3,5,4,6,2,0,0,0,015,007,000,010,005,002,7,035,020,000,04,10,02,02,SELECCIONES RAIDERS,EN FAMILIA,TV NOVELAS,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,3,2,3,2,3,02,2066
01,029,1,7,06,002,0001,077A,060324,03,111111,1,4,5,3,6,2,0,0,0,052,032,020,008,007,001,4,010,005,001,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,2,1,2,1,01,2066
01,047,2,7,06,002,0001,077A,060324,04,111111,9,9,9,9,9,9,9,9,9,000,000,000,005,005,000,0,000,000,000,00,00,00,00,,,,1,01,02,1,1,002,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,5,3,2,5,2,03,2066
01,046,1,7,06,002,0001,077A,060324,05,111111,3,6,5,2,4,1,0,0,0,012,006,000,018,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,3,3,2,3,01,2066
01,038,2,7,06,002,0001,052A,060353,01,111111,6,3,2,4,1,5,0,0,0,020,007,001,025,005,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,3,2,2,2,3,02,1681
01,034,2,7,06,002,0001,052A,060353,02,111111,6,3,5,2,4,1,0,0,0,004,001,000,005,002,001,1,005,003,002,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,2,3,02,1681
01,034,1,7,06,002,0001,052A,060353,03,111111,6,4,5,3,2,1,0,0,0,015,005,000,025,007,001,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,3,3,2,2,2,01,3153
01,044,2,7,06,002,0001,052A,060353,04,111111,4,2,3,1,6,5,0,0,0,010,005,002,008,002,001,3,010,005,003,01,10,05,02,TV NOTAS,VANIDADES,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,2,3,3,2,2,3,02,1681
01,064,1,7,06,002,0001,052A,060353,05,111111,2,4,5,1,6,3,0,0,0,002,002,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,3,01,3153
01,044,2,7,06,002,0001,0356,060386,01,111111,4,3,5,1,6,2,0,0,0,002,001,001,021,004,007,7,008,004,004,03,20,10,10,VISION,ITESO,INPACTO,1,02,08,1,1,006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,3,3,3,3,3,02,2518
01,039,2,7,06,002,0001,0356,060386,02,111111,3,5,4,1,2,6,0,0,0,030,005,000,000,000,000,2,004,001,000,04,10,04,03,MUY INTERESANTE,SELECCIONES RAIDERS,TV NOVELAS,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,4,2,2,2,01,2518
01,072,1,7,06,002,0001,0356,060386,03,111111,4,3,5,1,6,2,0,0,0,005,005,000,007,003,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,3,2,01,4476
01,054,2,7,06,002,0001,0356,060386,04,111111,6,3,4,5,1,2,0,0,0,002,002,000,000,000,000,0,000,000,000,15,10,10,00,LIBROS CRISTIANOS,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,01,2518
01,052,2,7,06,002,0001,0356,060386,05,111111,3,6,4,2,5,1,0,0,0,003,001,000,021,004,002,2,007,003,002,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,2,2,2,2,2,2,01,2518
01,040,2,7,06,010,0001,0288,060387,01,111111,1,3,4,5,2,6,0,0,0,005,004,000,028,026,000,0,000,000,000,04,04,02,00,TV NOTAS,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,1,2,3,01,1348
01,037,2,7,06,010,0001,0288,060387,02,111111,3,5,6,4,2,1,0,0,0,007,003,000,000,000,000,2,003,000,000,15,03,00,00,DESPERTAR,ATALAYA,,1,01,02,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,3,2,2,1,02,1348
01,045,2,7,06,010,0001,0288,060387,03,111111,2,4,5,6,3,1,0,0,0,014,008,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,1,01,1348
01,026,2,7,06,010,0001,0288,060387,04,111111,2,3,4,5,1,6,0,0,0,010,007,000,012,003,000,1,004,001,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,02,1348
01,044,1,7,06,010,0001,0288,060387,05,111111,1,3,9,9,2,9,0,0,0,003,002,000,035,007,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,1,3,01,5390
01,018,1,7,05,027,0001,1486,050040,01,111111,0,0,0,0,0,0,1,0,0,021,007,000,024,014,000,7,035,035,000,02,10,08,00,TV NOTAS,EL LIBRO VAQUERO,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,5,5,2,3,03,25700
01,054,1,7,05,027,0001,1486,050040,02,111111,2,4,6,5,1,3,0,0,0,025,010,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,2,1,01,25700
01,041,2,7,05,027,0001,1486,050040,04,111111,3,2,5,6,1,4,0,0,0,007,004,001,036,007,000,2,010,008,001,00,00,00,00,,,,1,11,12,1,1,099,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,02,16161
01,054,1,7,05,027,0001,1486,050040,05,111111,2,3,6,5,1,4,0,0,0,008,005,000,000,000,000,3,004,002,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,01,25700
01,030,2,7,05,030,0001,440A,050042,01,111111,6,2,5,3,1,4,0,0,0,015,010,000,001,000,000,2,010,010,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,3,2,2,3,2,02,18053
01,024,2,7,05,030,0001,440A,050042,02,111111,1,6,5,2,4,3,0,0,0,005,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,03,18053
01,035,2,7,05,030,0001,440A,050042,03,111111,2,5,4,6,1,3,0,0,0,010,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,02,18053
01,029,1,7,05,030,0001,440A,050042,04,111111,2,4,5,6,1,3,0,0,0,010,008,000,000,000,000,2,020,006,000,15,00,00,00,LIBRO VAQUERO,ASI SOY Y QUE,TU MEJOR MAESTRO,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,2,2,01,43328
01,048,1,7,05,030,0001,3007,050066,01,111111,2,5,3,6,1,4,0,0,0,021,007,000,000,000,000,7,018,006,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,3,2,3,2,01,25083
01,033,1,7,05,030,0001,3007,050066,02,111111,1,6,4,3,5,2,0,0,0,000,000,000,015,005,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,1,4,1,4,1,01,25083
01,036,2,7,05,030,0001,3007,050066,03,111111,6,3,2,4,5,1,0,0,0,009,000,000,021,001,001,1,003,001,000,04,25,02,02,VANIDADES,MUY INTERESANTE,QUO,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,3,3,3,1,2,01,15772
01,037,2,7,05,030,0001,3007,050066,04,111111,1,3,2,6,5,4,0,0,0,005,000,000,006,000,000,5,040,015,000,00,00,00,00,,,,1,03,08,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,4,1,2,02,15772
01,021,1,7,05,030,0001,3007,050066,05,111111,2,5,3,6,1,4,0,0,0,010,004,000,008,000,000,4,012,004,001,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,3,1,1,5,2,03,25083
01,031,1,7,05,030,0001,2047,050084,02,111111,6,5,3,1,4,2,0,0,0,008,006,002,009,004,000,5,030,020,010,00,00,00,00,,,,1,02,08,1,1,099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,03,18726
01,023,2,7,05,030,0001,2047,050084,03,111111,4,6,5,1,3,2,0,0,0,000,000,000,015,006,000,5,040,020,004,00,00,00,00,,,,1,01,02,1,1,010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,1,2,04,31210
01,078,1,7,05,030,0001,2047,050084,04,111111,3,2,5,6,1,4,0,0,0,021,007,001,007,007,000,3,045,045,000,02,10,02,05,MUNDO ACTUAL,DIA SIETE,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,01,18726
01,054,2,7,05,030,0001,2494,050137,01,111111,4,3,6,1,2,5,0,0,0,015,001,000,020,002,000,0,000,000,000,00,00,00,00,,,,1,01,08,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,02,18846
01,066,1,7,05,030,0001,2494,050137,02,111111,4,1,3,6,2,5,0,0,0,014,014,000,005,004,000,7,015,012,003,04,10,05,04,LA REVISTA,DIA SIETE,,1,02,08,1,1,001,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,3,3,2,3,2,01,12564
01,047,2,7,05,030,0001,2494,050137,03,111111,3,4,6,5,1,2,0,0,0,020,010,003,000,000,000,1,004,002,001,00,00,00,00,,,,1,01,08,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,02,18846
01,023,1,7,05,030,0001,2494,050137,04,111111,6,4,3,1,5,2,0,0,0,007,007,000,000,000,000,1,004,004,000,01,10,06,03,NUESTRO MUNDO,,,1,01,03,1,1,010,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,3,1,2,02,12564
01,021,2,7,05,030,0001,1710,050139,01,111111,3,5,4,1,2,6,0,0,0,018,005,000,044,044,000,6,018,006,000,00,00,00,00,,,,1,02,00,1,1,006,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,4,04,20715
01,045,1,7,05,030,0001,1710,050139,02,111111,2,4,3,6,5,1,0,0,0,010,007,003,000,000,000,7,070,014,003,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,2,3,3,2,2,01,17263
01,032,2,7,05,030,0001,1710,050139,03,111111,3,4,5,6,2,1,0,0,0,007,007,000,003,000,000,1,001,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,3,2,3,3,02,20715
01,029,2,7,05,030,0001,1710,050139,04,111111,3,2,5,4,1,6,0,0,0,035,014,000,000,000,000,7,007,001,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,2,3,02,20715
01,035,1,7,05,030,0001,1710,050139,05,111111,2,5,6,4,1,3,0,0,0,006,003,000,008,002,000,4,012,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,3,2,2,2,01,17263
01,030,1,7,05,030,0001,0144,050144,01,111111,5,6,3,1,4,2,0,0,0,014,007,000,014,004,001,5,020,010,005,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,1,1,2,3,3,2,2,2,01,15420
01,033,2,7,05,030,0001,0144,050144,02,111111,6,5,3,1,4,2,0,0,0,008,008,000,000,000,000,7,028,028,000,01,05,05,00,DIA SIETE,COSMOPOLITAN,,1,01,02,1,1,020,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,3,3,03,12336
01,041,2,7,05,030,0001,0144,050144,03,111111,6,4,5,2,3,1,0,0,0,010,004,000,003,002,000,5,025,020,000,02,10,08,02,LA REVISTA,DIA SIETE,,1,01,00,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,3,3,5,3,2,02,12336
01,053,1,7,05,030,0001,0144,050144,04,111111,4,5,6,1,3,2,0,0,0,010,010,000,024,006,001,0,000,000,000,02,15,10,00,MECANICA POPULAR,BOCHOMANIA,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,3,2,3,2,01,15420
01,034,2,7,05,030,0001,0144,050144,05,111111,4,5,6,3,1,2,0,0,0,021,007,000,030,007,000,1,006,002,000,00,00,00,00,,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,2,3,4,4,2,2,02,12336
01,026,2,7,05,030,0001,2437,050148,01,111111,2,3,6,4,1,5,0,0,0,024,012,000,006,003,000,3,009,003,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,3,02,15526
01,058,2,7,05,030,0001,2437,050148,02,111111,9,9,9,9,9,9,9,9,9,030,006,000,007,007,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,02,15526
01,045,2,7,05,030,0001,2437,050148,03,111111,6,4,1,5,3,2,0,0,0,020,007,001,000,000,000,2,008,008,000,01,10,08,02,DIA 7,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,3,3,2,2,2,02,15526
01,019,2,7,05,030,0001,2437,050148,04,111111,5,3,6,2,1,4,0,0,0,050,005,001,000,000,000,7,001,002,000,02,10,02,01,MUY INTERESANTE,SELECCIONES,TV Y NOVELAS,1,01,02,1,1,002,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,3,4,2,2,05,15526
