"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P18_11,C,1","S4P18_12,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
14,0813,01,40074,5,1,04,07,5,5110,LICENCIADA EN EDUCACION,3,1,1,1,1,1,,22,2,,,2,2,1,,1,ENSE�A EN PRIMARIA,23,MAESTRA DE PRIMARIA,61,INSTRUCCION A NIV4EL PRIMARIA,2,4,4,3,3,1,3,3,,,,,,,,,1,2,1,2,1,1,2,1,1,1,2,,1,1,1,1,1,1,1,5,4,6,2,1,3,,,,015,005,003,000,,,7,04,03,00,00,,,,,,,1,01,02,,1,1,8,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,3,2,2,2,08,08,08,09,06,07,07,08,08,09,09,06,10,10,06,07,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,,2,,,,,3,3,2,2,2,2,3,3,3,3,3,2,1,3,1,2,3,3,1,1,1,1,1,2,1,3,1,2,2,2,2,1,3,3,5,2,5,2,2,2,2,21198
14,0813,01,40074,3,1,01,04,3,,,,,,,,1,,19,2,,,2,2,1,,4,CONFECCIONAR UNIFORMES Y CALZADO DE TRABAJO,73,DUE�O,31,CONFECCION DE UNIFORMES Y ZAPATOS DE SEGURIDAD,2,1,3,1,1,1,3,1,,,,,,,,,1,2,1,1,1,2,1,1,1,1,2,,2,2,3,3,2,2,3,5,6,2,3,4,1,,,,018,000,000,007,002,000,0,,,,00,,,,,,,1,01,02,,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,2,07,07,07,10,09,07,07,08,07,08,07,09,07,09,09,07,3,2,3,2,2,2,2,3,2,3,3,2,1,1,1,1,1,2,1,4,4,2,1,2,1,3,3,,3,2,1,,,,,3,3,2,2,2,2,3,3,4,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,5,1,1,1,1,16260
14,0813,01,40074,1,1,02,02,6,,,,,,,,,,,,,,,,8,5,,,,,,,,3,3,1,1,2,4,3,,,,,,,,,2,2,1,1,1,1,2,2,1,2,2,,3,4,2,2,2,4,4,2,5,3,1,6,4,,,,005,001,000,001,001,000,0,,,,00,,,,,,,1,02,00,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,3,07,07,05,08,08,07,06,08,08,06,05,08,08,08,05,04,3,2,4,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1,4,2,3,2,4,3,4,4,3,,2,1,,,,,4,4,4,4,4,3,4,4,4,4,4,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,5,1,1,2,1,8130
14,0813,01,40074,2,1,03,07,5,5621,MEDICO VETERINARIO ZOOTECNISTA,3,1,1,1,1,1,,22,2,,,1,2,1,,4,"ALIMENTA Y ARTENDER M,EDICAMENTE ANIMALES",61,PROPIERTARIA,11,ENGORDA DE GANADO BOVINO YCAPRINO,2,1,2,2,2,1,3,2,,,,,,,,,1,1,1,1,1,2,2,1,1,2,2,,1,2,2,2,2,3,2,3,6,5,1,2,4,,,,008,005,003,040,016,000,0,,,,00,,,,,,,1,01,00,,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,,2,1,2,2,2,2,2,2,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,3,3,1,2,07,08,07,10,07,06,07,09,08,08,10,10,09,09,06,08,3,2,3,1,1,1,2,2,3,2,3,2,1,1,2,1,1,2,3,3,4,3,1,2,2,4,4,,2,3,1,,,,,2,3,2,3,2,2,1,1,4,2,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,3,5,3,3,2,1,2,1,12719
14,0813,01,40081,5,1,01,04,3,,,,,,,,1,,21,2,,,2,2,1,,4,RENTA DE COMPUTADORAS PARA CONSULTAS DE INTERNET,26,PROPIERTARIO POR SU CUENTA,56,RENTAR COMPUTADORAS PARA CONSULTA DE INTERNET,2,2,4,2,2,2,2,3,,,,,,,,,2,1,2,2,2,2,1,1,1,1,2,,2,4,2,2,4,2,4,2,1,6,3,5,4,,,,021,003,000,056,004,000,0,,,,00,,,,,,,1,02,04,,1,1,35,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,,2,2,2,2,2,1,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,2,2,07,10,08,02,10,10,09,09,07,08,10,09,06,10,07,07,3,2,3,2,2,2,2,2,2,3,3,2,3,2,3,1,3,3,1,2,2,1,1,2,1,4,2,2,,1,3,,,,,3,1,4,4,2,4,4,4,4,4,4,4,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,3,3,2,3,1,1,2,2,11079
14,0813,01,40081,2,1,01,04,3,,,,,,,,1,,21,2,,,1,2,6,5,,,,,,,,3,4,1,1,1,1,1,,,,,,,,,1,2,1,1,1,1,2,2,2,1,2,,3,4,2,2,3,3,4,4,3,2,6,1,5,,,,021,007,005,014,000,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,1,2,2,06,07,05,08,08,07,08,09,09,07,06,05,06,06,05,05,3,3,4,3,3,2,4,4,3,3,2,2,2,2,3,2,1,3,1,3,1,3,3,3,1,3,4,,1,2,3,,,,,2,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,5,3,5,1,4,1,1,1,2,16618
14,0813,01,40081,3,1,01,07,4,5513,INGENIERIA EN ELECTRONICA,3,1,1,1,1,1,,21,1,1,1,,,1,,1,DESARROLLO DE SOTWARE,16,LIDER DE PROYECTO,93,LEVANTAMIENTO DE INFORMACION PARA ESTADISTICAS,2,3,2,1,1,2,3,2,,,,,,,,,2,1,1,1,1,1,2,2,1,2,2,,3,3,4,3,3,4,3,4,5,2,1,3,6,,,,010,003,003,010,003,000,3,20,15,03,04,30,05,20,MUY IN TERESANTE,BOLETIN DE LA UNAM,REVISTA ELECTRONICA DEL POLITECNICO,1,01,02,,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,1,3,3,03,07,02,09,05,03,05,07,08,07,04,03,08,08,07,05,3,3,4,3,2,2,3,2,1,3,2,2,1,1,2,1,1,2,1,2,3,2,1,1,1,3,3,,1,3,2,,,,,2,2,3,3,3,3,4,4,3,3,3,3,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,3,3,5,2,4,1,1,1,1,11079
14,0813,01,40081,4,1,02,04,2,,,,,,,,1,,19,2,,,2,1,5,5,,,,,,,,3,2,3,3,2,3,1,,,,,,,,,2,2,1,2,2,2,2,1,1,2,2,,3,2,3,3,3,3,2,4,5,2,3,6,1,,,,015,010,000,010,007,000,0,,,,00,,,,,,,2,,,,1,1,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,2,3,3,2,03,05,03,08,06,02,06,07,05,03,08,06,09,09,03,03,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,2,3,2,3,2,3,2,2,1,2,2,,1,2,3,,,,,3,2,2,3,3,3,3,3,4,4,4,2,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,2,3,2,2,1,3,2,4,2,2,1,1,2,2,11124
14,0813,01,40081,1,1,02,03,3,,,,,,,,,,,,,,,,5,5,,,,,,,,3,4,3,3,3,3,3,,,,,,,,,1,2,1,2,1,1,1,1,1,2,2,,3,4,3,3,3,3,3,5,6,3,2,4,1,,,,007,007,000,064,001,000,1,11,10,01,00,,,,,,,1,01,00,,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,2,2,2,2,2,07,10,07,10,09,06,06,08,08,10,10,10,10,10,08,10,3,2,4,1,1,1,1,2,2,3,3,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,3,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,4,3,3,2,2,2,1,22249
14,0813,01,40105,3,1,01,07,5,5517,INGWENIERO EN SISTEMAS COMPUTACIONALES,3,1,1,1,1,1,,26,2,,,1,1,1,,5,REPARACION DE EQUIPO ELECTRONICO Y ADMINISTRADOR,22,PROPIETARIO,81,REPARACION DE EQUIPO ELECTRONICO,1,3,2,1,1,2,4,2,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,2,4,2,4,3,2,1,5,6,,,,012,000,000,000,,,5,15,10,04,00,,,,,,,1,01,02,,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,2,1,1,2,2,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,2,2,1,2,08,08,04,10,07,08,02,10,10,09,08,01,09,09,09,01,2,3,4,2,1,1,2,2,1,3,3,2,1,1,2,2,1,2,1,2,3,2,1,2,1,4,4,,3,2,1,,,,,1,1,2,2,2,2,3,3,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,3,3,4,1,4,1,1,3,1,7812
14,0813,01,40105,2,1,01,03,3,,,,,,,,,,,,,,,,1,,1,FORAJA ACERO PARA VALVULAS DE MOTORES,82,OPERARIO DE MAQUINA FORJADORA,33,FABRICACION DE VALVULAS PARA VEHICULOS AUTOMORTRICES,2,1,2,3,2,1,2,1,,,,,,,,,1,2,1,1,1,1,1,1,1,1,2,,1,2,3,3,1,1,2,3,4,6,1,2,5,,,,018,004,000,042,007,000,7,03,03,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,1,3,3,09,10,10,10,09,08,10,10,10,08,09,07,10,10,09,09,3,2,3,2,1,2,1,2,2,2,3,2,1,1,2,3,2,3,3,4,2,4,1,3,2,3,4,,3,2,1,,,,,4,4,2,2,1,2,4,4,4,4,4,2,1,1,1,1,1,3,1,2,1,2,1,2,2,1,1,2,2,1,2,2,3,1,5,4,2,1,1,1,2,7812
14,0813,01,40105,5,1,01,03,3,,,,,,,,,,,,,,,,1,,4,ATIENDE TIENDA DE ABARROTES,41,DEPENDIENTE,46,COMPRA VENTA DE ABARROTES,2,3,3,2,1,1,3,3,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,,3,3,3,3,3,3,3,2,4,5,3,1,6,,,,008,008,000,012,002,000,2,05,03,00,00,,,,,,,1,01,00,,1,1,5,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,,1,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,1,2,2,08,09,08,10,08,09,07,08,08,10,10,08,10,10,09,09,3,3,4,2,1,1,2,3,2,2,3,2,1,1,2,1,1,2,2,3,3,4,2,2,2,2,2,2,3,,1,,,,,3,3,3,3,3,3,3,3,4,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,4,2,2,2,1,1,1,19529
14,0813,01,40105,4,1,02,03,3,,,,,,,,,,,,,,,,5,5,,,,,,,,2,3,3,2,2,3,3,,,,,,,,,1,2,1,1,1,2,1,1,1,1,2,,3,3,3,3,2,3,3,2,3,4,6,1,5,,,,007,002,005,011,007,000,3,03,03,00,02,05,00,04,NATIONA GEOGRAFIC,,,1,01,00,,1,1,10,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,,2,1,1,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,0,0,1,0,,3,2,1,2,2,08,09,09,08,08,09,09,08,08,09,09,07,09,09,07,07,3,3,3,2,2,2,2,3,2,3,4,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,4,3,1,,2,,,,,3,4,2,3,3,3,4,4,4,4,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,4,2,4,1,1,1,2,8147
14,0813,01,40105,1,1,03,03,3,,,,,,,,,,,,,,,,1,,1,VENDE CARNES FRIAS Y ENBUTIDOS,42,MPLEADA DE MOSTRADOR,31,PROCESA Y VENDA CARNES FRIAS Y EMBUTIDOS,2,3,3,1,1,2,3,4,,,,,,,,,1,1,1,2,1,2,1,1,1,1,2,,3,3,3,3,3,3,3,3,4,5,2,1,6,,,,020,010,000,020,010,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,2,2,2,2,2,08,10,09,09,08,09,07,09,09,09,09,09,10,10,08,09,2,2,4,2,2,2,2,2,2,4,4,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,,3,1,2,,,,,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,1,2,2,2,1,1,1,20367
14,0813,01,40108,2,1,02,03,3,,,,,,,,,,,,,,,,1,,1,cobrar al publico la ventA DE MERCANCIA,42,ENCARGADA DE TIENDA OXXO,46,"A LA VENTA DE MERCANCIA DE ABARROTES, VINOS.",2,3,3,3,3,3,3,3,,,,,,,,,1,1,1,2,2,2,2,2,1,1,2,,3,3,3,3,3,3,3,6,3,5,4,2,1,,,,005,001,000,056,004,000,7,05,03,00,00,,,,,,,1,01,02,,1,1,3,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,05,08,04,09,07,03,01,08,07,08,09,01,10,04,01,06,3,3,4,3,2,2,2,4,3,3,4,3,2,2,2,1,2,2,2,3,2,4,3,2,2,4,4,1,3,,2,,,,,3,3,3,3,3,3,3,3,4,4,3,2,1,1,1,2,3,3,2,3,1,1,1,3,1,1,1,1,3,3,2,1,3,2,4,3,4,1,2,1,2,7119
14,0813,01,40108,3,1,02,03,3,,,,,,,,,,,,,,,,1,,1,COBRA LA MERCANCIA EN UNA TIENDA DE ABARROTES,31,CAJERA,46,A LA VENTA DE ABARROTES EN GENERAL,2,3,4,4,3,2,3,3,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,,3,4,4,4,3,3,4,3,4,6,1,2,5,,,,012,003,000,000,,,0,,,,00,,,,,,,1,01,02,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,2,3,2,2,08,07,07,09,08,07,09,09,08,08,10,08,09,08,07,08,3,2,4,3,2,2,2,3,2,2,4,2,1,1,2,2,2,4,2,4,2,4,1,4,2,5,5,,2,3,1,,,,,4,4,3,3,3,3,3,5,4,4,3,3,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,3,3,4,3,4,1,1,1,2,7119
14,0813,01,40108,4,1,01,03,3,,,,,,,,,,,,,,,,1,,1,CUIDAR UN EDIFICIO,53,GUARDIA DE SEGURIDAD,56,A LA SEGURIDAD EN TODOS SUS RAMOS,2,3,3,1,1,1,3,2,,,,,,,,,2,1,1,1,2,1,1,1,1,1,2,,3,3,2,2,2,2,3,6,3,5,1,2,4,,,,028,002,007,008,001,002,1,04,03,00,00,,,,,,,1,01,00,,1,1,5,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,2,2,2,2,04,07,06,09,09,08,07,08,09,06,07,09,09,07,08,06,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,,1,,,,,3,3,2,4,2,2,2,3,3,4,4,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,3,2,3,2,4,2,2,1,1,1,1,6826
14,0813,01,40108,5,1,04,04,2,,,,,,,,1,,19,2,,,2,1,1,,1,LAVAR AUTOS Y ENCARGADO DEL NEGOCIO,96,RESPONSABLE DEL NEGOCIO,81,LAVADO DE VEHICULOS,2,2,3,3,3,2,3,4,,,,,,,,,2,1,1,2,2,2,2,1,1,1,2,,3,4,2,3,3,4,4,4,6,5,1,2,3,,,,014,007,000,000,,,0,,,,00,,,,,,,1,01,00,,1,1,3,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,2,2,08,10,08,09,09,08,08,08,09,08,10,08,10,10,07,10,3,3,4,3,2,2,2,3,2,3,4,2,2,2,2,2,2,3,2,2,3,3,2,4,2,4,3,,1,3,2,,,,,3,3,3,3,4,4,4,4,4,3,3,4,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,4,2,4,1,1,2,1,13653
14,0813,01,40108,1,1,01,03,3,,,,,,,,,,,,,,,,1,,1,ANSAMBLA CABLES DE FRENOS DE MANO,82,TECNICO OPERARIO,33,ENSAMBLADORA DE AUMOVILES,3,3,4,2,2,1,3,2,,,,,,,,,1,1,1,1,2,1,2,1,2,2,2,,4,4,3,3,2,3,3,2,1,6,5,3,4,,,,014,000,010,004,000,002,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,04,06,03,08,08,05,05,07,07,08,08,08,08,08,05,05,3,2,4,2,2,3,2,3,1,3,4,2,2,2,2,1,1,1,2,2,1,3,2,3,2,2,2,,1,2,3,,,,,3,4,2,2,2,2,3,3,4,4,4,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,3,3,5,3,4,1,1,3,1,6826
14,0813,01,40113,1,1,03,07,3,5513,INGENIERIA EN ELECTRONICA,3,2,1,1,1,1,,21,1,2,1,,,4,3,6,,,,,,,2,3,2,2,3,2,4,,,,,,,,,2,1,1,1,2,1,2,2,1,1,2,,2,4,2,2,3,1,4,5,6,1,2,4,3,,,,015,003,004,004,001,000,1,02,01,00,02,05,02,03,DICOVERY CHANEL,MI TECNOLOGICO,ELECTRONICA TOOLS,1,01,03,,1,1,15,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,,2,2,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,1,1,05,10,07,10,09,09,08,10,10,10,09,06,10,10,06,09,3,2,4,2,1,1,2,2,2,2,3,1,1,1,2,2,1,3,1,3,1,4,1,4,1,4,2,2,3,1,,,,,,2,1,3,3,3,2,3,4,2,2,2,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,3,5,1,3,1,1,2,1,15136
14,0813,01,40113,5,1,01,02,3,,,,,,,,,,,,,,,,1,,1,LIMPIA CASA YPREPARA ALIMENTOS,96,EMPLEADA DOMESTICA,81,NINGUNA,2,2,2,2,2,2,4,3,,,,,,,,,1,1,1,1,2,1,2,1,1,1,2,,3,2,3,4,3,4,4,3,4,5,2,1,6,,,,040,028,010,005,005,000,3,06,04,00,01,02,00,00,NOVEDADES,,,1,02,03,,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,0,0,1,0,0,0,0,0,,2,3,2,2,2,07,09,09,10,10,10,10,10,10,10,10,08,10,09,04,01,2,2,4,2,2,2,3,2,2,4,3,2,2,2,2,2,1,1,2,2,4,2,1,1,1,2,2,2,,3,1,,,,,2,4,4,2,2,2,2,2,4,4,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,3,3,1,1,1,2,1,1,2,5262
14,0813,01,40113,3,1,01,04,3,,,,,,,,1,,18,2,,,2,2,1,,1,LSUPERVISA,52,SUPERVISORA DEL PANTEON MUNICIPAL,81,PRESTACIION DE SERVICIOS DE FUNERARIOS,2,3,3,1,1,1,2,2,,,,,,,,,1,1,1,1,1,2,1,1,1,1,2,,3,2,2,2,2,3,2,5,4,3,1,2,6,,,,020,010,005,020,015,000,0,,,,00,,,,,,,1,01,02,,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,2,2,08,10,07,09,07,09,07,08,07,09,08,08,09,10,07,09,2,2,4,2,1,1,2,2,2,3,2,1,1,2,2,1,1,2,1,3,3,2,1,2,1,3,3,,2,1,3,,,,,3,2,2,2,2,2,2,2,4,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,3,3,1,1,5,1,1,2,1,15786
