"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2,C,1","S4P33_3,C,1","S4P33_4,C,1","S4P33_5,C,1","S4P33_6,C,1","S4P33_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,20","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P6_14,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S5OBS,C,50","FAC,N,6,0"
0809,2469,26,0005,10,0410,1,1,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,2,3,3,1,2,2,2,2,3,3,5,2,2,2,,2,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21562
0809,2469,26,0028,10,0410,2,1,02,2,5,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,5,2,3,1,2,2,2,3,3,1,1,1,1,2,2,2,1,,2,,2,2,,2,2,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15867
0809,2469,26,0050,10,0410,3,1,01,2,5,2,2,2,2,3,2,2,2,2,2,3,1,2,2,2,3,2,2,3,2,2,5,2,2,2,2,2,2,5,2,2,2,2,2,2,3,2,1,,1,,3,2,,2,2,4,1,1,4,1,2,1,2,2,2,2,1,2,1,2,2,3,2,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272
0809,2469,26,0095,10,0410,5,1,01,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,3,2,,2,2,1,1,1,1,1,1,1,1,5,5,5,1,2,1,2,2,3,5,3,3,2,2,,2,1,1,0,0,0,0,0,1,2,1,1,3,3,1,2,3,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,3,3,3,3,3,3,,10773
0809,1973,26,0093,10,0129,3,2,01,2,3,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,3,2,3,2,2,1,,1,,2,2,,2,3,1,1,1,4,1,2,1,1,2,1,1,1,2,1,2,2,4,3,2,2,2,1,3,2,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,2,2,,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,3,3,,12559
0809,5478,26,0106,10,0229,5,2,02,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,5,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,3,2,1,,2,,3,2,,2,2,1,1,1,4,1,2,1,4,1,2,3,1,1,1,2,3,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9623
0809,1973,26,0093,10,0129,3,3,01,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,,2,,2,1,1,2,2,4,1,2,1,1,1,1,1,2,2,3,1,1,1,2,2,3,2,5,3,2,2,,4,1,1,0,0,0,0,0,1,1,1,1,1,3,1,1,3,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,,12559
0809,1761,26,0071,10,0007,1,1,03,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,3,2,2,,2,,1,2,,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,2,2,2,4,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14800
0809,1761,26,0181,10,0007,3,1,01,5,2,3,2,3,3,5,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,1,,1,,4,2,,2,2,2,1,1,4,1,1,1,4,1,1,1,1,2,1,1,5,3,5,3,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324
0809,1761,26,0281,10,0007,5,1,02,2,2,2,2,2,2,5,2,2,2,2,3,2,2,3,2,3,1,1,1,1,1,1,5,2,3,2,2,5,2,3,3,2,2,2,3,3,5,2,3,DEPENDE DE LO QUE SEA,2,,2,2,,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,5,3,3,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9154
0809,4450,26,0032,10,0037,2,1,03,2,5,5,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,,2,,3,2,,2,3,4,1,1,4,1,1,1,4,3,5,5,1,2,2,2,2,2,5,5,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19439
0809,4450,26,0087,10,0037,4,1,01,2,5,5,2,2,2,5,2,5,3,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,2,2,5,5,2,3,2,2,2,5,2,3,2,1,,1,,3,2,,2,3,4,1,1,4,1,4,1,4,1,1,1,1,2,1,2,5,3,5,2,3,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11089
0809,0068,26,0021,10,0081,1,1,02,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,1,,2,,1,2,,2,2,3,1,1,1,1,1,1,1,3,1,3,1,2,1,2,2,3,2,2,3,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17487
0809,2488,26,0041,10,0180,2,1,03,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,,2,,1,2,,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,2,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15860
0809,2488,26,0109,10,0180,4,1,01,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,5,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18710
0809,2488,26,0145,10,0180,5,1,03,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,5,2,3,2,2,2,3,2,2,2,2,3,3,1,,2,,2,2,,2,2,1,1,1,2,1,1,1,1,4,2,1,1,2,1,2,2,2,2,2,2,2,1,3,1,1,1,0,1,0,1,0,1,3,1,1,3,1,1,1,3,2,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,3,1,2,2,2,2,2,2,,15183
0809,4450,26,0005,10,0189,1,1,01,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,,1,,3,2,,2,2,3,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8344
0809,4450,26,0055,10,0189,3,1,01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,4,1,2,2,2,2,2,2,2,,2,,1,2,,2,1,4,1,1,1,1,1,1,4,2,2,2,1,2,2,1,1,3,3,1,3,1,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8730
0809,4450,26,0088,10,0189,4,1,02,2,2,2,2,2,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,1,,2,,3,2,,2,3,3,1,1,4,1,2,1,2,3,3,1,1,2,2,4,2,2,2,5,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12612
0809,4323,26,0065,10,0194,3,1,02,5,5,2,2,2,2,2,2,5,5,2,3,3,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,5,2,2,5,2,2,2,2,5,3,2,1,,1,,3,2,,2,2,4,1,1,4,1,1,1,4,1,1,1,1,1,1,2,2,3,2,5,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11489
0809,2242,26,0057,10,0224,2,1,02,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,,2,,3,2,,2,1,2,1,2,1,2,2,1,4,3,3,3,1,2,1,1,2,2,2,2,3,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13621
0809,2242,26,0088,10,0224,3,1,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,1,,1,,2,2,,2,2,2,3,2,2,2,2,3,2,2,1,1,1,2,2,2,2,3,2,3,3,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23878
0809,2242,26,0143,10,0224,5,1,04,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,,2,,3,2,,2,2,2,1,1,1,1,1,1,1,4,4,3,1,2,2,2,2,2,2,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26122
0809,0265,26,0048,10,0243,3,1,01,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,3,3,2,2,5,2,5,5,2,2,5,3,3,5,2,2,3,5,2,2,1,,2,,3,2,,2,3,3,2,2,4,2,4,2,4,5,5,5,1,2,1,5,3,3,2,3,3,2,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6072
0809,0265,26,0087,10,0243,5,1,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,5,2,3,2,2,5,3,2,2,2,2,2,2,3,2,2,1,,1,,3,2,,2,3,1,1,1,1,1,4,1,1,3,3,1,2,,,2,2,3,2,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12143
0809,4200,26,0015,10,0364,1,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,,2,,2,2,,2,2,1,1,2,2,2,2,1,1,4,1,1,1,2,2,1,1,3,2,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8179
0809,4200,26,0109,10,0364,4,1,02,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,2,3,1,,1,,2,2,,2,2,4,1,1,4,1,1,1,4,3,3,1,1,2,1,2,2,2,3,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10516
0809,3895,26,0014,10,0373,1,1,01,2,2,2,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,1,,2,,3,2,,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10709
0809,3895,26,0038,10,0373,2,1,01,2,2,2,5,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,,2,,4,2,,2,2,4,1,2,1,2,2,1,1,1,1,1,2,,,2,2,2,2,3,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12495
0809,3895,26,0062,10,0373,3,1,01,2,2,2,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,5,2,2,1,,1,,3,2,,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,3,2,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8267
0809,3895,26,0089,10,0373,4,1,03,2,2,2,3,3,3,5,5,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,3,3,2,2,3,2,2,5,2,1,,1,,4,2,,2,2,2,1,2,1,2,2,1,1,3,3,4,1,1,1,2,2,2,2,5,3,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13053
0809,3895,26,0116,10,0373,5,1,02,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,1,,2,,3,2,,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,2,2,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12495
0809,2581,26,0009,10,0407,1,1,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,1,,2,,2,2,,2,3,4,3,2,1,2,2,1,1,2,3,2,1,2,1,2,2,3,2,5,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24134
0809,2581,26,0034,10,0407,2,1,01,5,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,5,2,5,2,2,2,2,2,5,3,2,1,,2,,3,2,,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7181
0809,2581,26,0057,10,0407,3,1,01,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,3,2,2,3,3,3,2,1,,2,,3,2,,2,2,2,1,1,1,1,1,1,1,1,3,4,1,1,1,2,2,3,2,2,3,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11982
0809,2581,26,0113,10,0407,5,1,01,2,2,2,2,5,5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,5,2,3,1,,2,,1,2,,2,2,3,1,2,1,2,1,1,1,3,1,1,1,2,1,2,2,3,2,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12067
0809,1761,26,0227,10,0007,4,1,01,2,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,2,2,2,3,5,2,2,5,2,3,2,3,3,3,3,3,2,3,3,2,3,2,5,2,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324
0809,4450,26,0007,10,0037,1,1,01,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,2,2,,2,,3,2,,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,3,2,2,2,5,2,3,2,,3,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10888
0809,4450,26,0059,10,0037,3,1,02,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,4,2,2,2,3,3,2,1,,2,,2,2,,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,3,5,2,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10811
0809,4450,26,0114,10,0037,5,1,01,2,2,2,2,3,3,5,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,5,2,3,3,2,2,2,2,2,2,2,1,,2,,3,2,,2,3,3,1,1,1,1,1,1,1,3,3,3,2,,,2,3,2,2,2,3,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5578
0809,0068,26,0048,10,0081,2,1,01,1,1,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,3,3,2,2,,2,,2,1,3,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,2,2,3,2,2,2,5,2,,3,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,2,2,,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,1,1,1,4,4,4,,13067
0809,0068,26,0089,10,0081,4,1,02,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,3,1,2,2,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,5,3,5,2,,3,1,1,0,1,0,0,0,1,2,1,1,3,1,1,1,2,2,,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,5,2,3,2,2,1,1,3,2,,13000
0809,0068,26,0117,10,0081,5,1,01,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,,3,2,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8667
0809,4450,26,0031,10,0189,2,1,02,2,2,2,2,2,2,3,2,2,2,5,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,1,,1,,1,2,,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,4,2,3,3,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10809
0809,4323,26,0088,10,0194,4,1,02,2,2,1,2,2,2,5,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,5,2,4,3,3,2,2,3,2,2,1,,2,,3,2,,2,1,4,4,4,4,1,4,1,4,1,1,1,1,2,2,2,2,3,2,5,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10179
0809,4323,26,0114,10,0194,5,1,01,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,3,3,3,3,3,2,2,2,2,2,3,2,,2,,3,2,,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,3,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9729
0809,4164,26,0061,10,0234,2,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,5,2,,2,5,4,1,1,4,1,1,1,4,1,1,1,2,,,2,5,2,5,5,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6670
0809,0265,26,0011,10,0243,1,1,01,1,1,1,1,2,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,2,3,1,1,1,1,1,1,1,2,,2,,3,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,4,3,4,2,2,,1,1,1,0,0,0,1,0,1,1,1,1,2,1,1,1,2,1,INTERCAMBIO DE FONDO,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,,9048
0809,0265,26,0068,10,0243,4,1,01,3,2,2,1,3,3,3,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,3,2,2,1,2,3,3,2,3,2,1,1,2,3,3,2,1,,2,,3,2,,2,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,5,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5911
0809,5105,26,0040,10,0281,2,1,01,5,5,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,5,5,1,,2,,3,2,,2,2,4,1,1,4,1,1,1,4,1,3,4,2,,,2,5,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11014
0809,4200,26,0047,10,0364,2,1,01,2,2,2,3,2,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,2,5,5,1,2,2,2,2,3,5,3,3,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8118
0809,4200,26,0079,10,0364,3,1,01,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,1,1,4,3,3,2,2,3,2,3,3,2,3,3,3,2,3,2,2,,2,,2,1,3,2,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,0,0,0,0,0,1,1,1,2,3,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,2,,7688
0809,0180,26,0016,10,0390,1,1,02,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,5,2,3,2,2,3,3,2,3,2,2,2,2,2,3,2,1,,2,,3,2,,2,3,4,1,1,1,1,4,1,1,2,3,1,1,2,1,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12580
0809,0180,26,0056,10,0390,2,1,02,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,2,2,2,2,3,3,2,1,,1,,1,2,,1,2,3,1,1,1,1,4,1,4,2,2,2,1,2,1,2,2,3,2,3,3,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10384
0809,0180,26,0087,10,0390,3,1,01,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,5,2,2,3,3,2,2,2,3,2,3,2,,2,,2,2,,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,1,0,0,0,1,1,1,3,3,1,1,1,3,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,3,,16774
0809,0180,26,0124,10,0390,4,1,02,5,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,5,2,2,2,2,2,2,5,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,1,,1,,1,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9621
0809,0180,26,0153,10,0390,5,1,01,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,2,2,2,3,2,2,1,,1,,2,2,,2,3,4,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,3,2,3,3,2,1,3,1,1,1,0,0,0,0,0,1,3,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,,8438
0809,2488,26,0007,10,0180,1,1,02,2,2,2,2,2,2,2,2,1,2,1,4,4,1,2,1,2,2,2,2,1,2,2,3,2,3,1,2,4,1,1,4,4,2,1,3,3,3,2,1,,2,,1,2,,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,3,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15764
