"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,4","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,4","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1,C,1","S4P22_2,C,1","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","FAC,N,6,0"
0809,2066,14,0033,01,0205,2,1,01,02,6,,,,,,,,,,,,,,,1,,4,ATIENDE AL PUBLICO EN GENERAL,7100,COMERCIANTE,TIENDA DE ABARROTES EL PORVENIR,4611,ATENDER AL PUBLICO DETRAS DE MOSTRADO,2,4,4,3,3,1,4,4,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,,2,2,3,3,3,4,4,1,2,6,5,3,4,,,,030,020,010,021,000,000,7,04,01,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,3,3,06,08,06,09,10,05,06,10,10,08,08,05,3,4,4,4,2,2,4,4,4,4,4,2,4,2,1,3,4,1,4,4,4,1,4,1,4,4,2,,1,3,,,,,3,4,3,3,3,3,4,4,3,3,1,1,2,3,2,2,2,1,1,2,1,2,1,2,1,3,2,2,1,2,3,3,1,3,2,2,2,3,2,3,2,3,3,3,3,26528
0809,2066,14,0065,01,0205,3,1,02,07,4,3431,LICENCIADA EN ENFERMERIA,3,1,2,2,1,1,24,2,,,1,2,1,,1,CUIDA ENFERMOS PRESENCIA PARTOS,1131,ENFERMERA GENERAL,HOSPITAL GENERAL DE PABELLON DE ARTEAGA,6222,PRESTA SERVICIO AL PUBLICO EN GENERAL REALIZA CONSULTAS CONTROL DE MEDICAMENTOS,2,2,4,1,1,1,3,3,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,,1,4,3,3,3,3,3,3,4,5,1,2,6,,,,020,002,006,030,002,000,1,01,01,00,00,,,,,,,2,,,,1,1,3,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,,2,1,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,4,2,2,2,07,07,06,08,07,07,08,08,08,09,10,08,3,3,3,2,2,1,2,3,3,3,3,2,2,2,1,2,3,1,3,3,2,2,2,1,3,2,1,3,,2,,,,,3,3,3,3,4,4,1,1,4,4,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,3,3,2,,1,1,2,2,1,1,2,4,4,4,4,9668
0809,2066,14,0103,01,0205,4,1,01,02,1,,,,,,,,,,,,,,,7,,,,,,,,,,3,4,4,4,2,4,4,0,0,0,0,0,0,1,POR QUE NO SABE LO QUE ES YTECNOLOGIA,,,,,,,,,,,,,2,3,4,4,2,3,4,5,2,4,6,1,3,,,,007,007,000,024,006,000,5,04,03,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,NO PUEDE CAMINAR,2,3,3,3,2,2,06,08,08,08,08,09,04,06,06,08,06,07,4,4,4,2,3,3,1,2,3,3,3,2,3,3,3,4,2,3,3,4,4,1,4,3,4,4,,1,2,3,,,,,4,4,3,4,4,4,4,3,4,4,1,2,1,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,,2,2,3,3,3,2,3,3,3,3,3,11453
0809,0498,14,0011,01,0276,1,1,02,03,3,,,,,,,,,,,,,,,5,5,,,,,,,,,2,3,2,2,2,3,2,,,,,,,,,1,0,1,0,0,0,0,1,1,0,0,,2,3,3,3,3,3,3,3,5,2,6,4,1,,,,001,001,000,002,001,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,3,3,08,07,07,09,07,07,08,08,09,07,08,05,3,3,3,2,2,2,2,4,4,4,3,2,2,2,2,2,3,2,2,2,3,2,1,2,2,1,,3,2,1,,,,,3,4,3,3,3,3,4,4,3,3,1,1,1,1,1,3,1,1,2,2,1,2,1,1,2,1,2,1,1,1,3,2,2,,2,2,2,2,2,2,3,3,3,3,3,8955
0809,0498,14,0054,01,0276,3,1,04,07,1,3961,MERCADOTECNIA,3,1,1,1,1,1,18,1,2,2,,,4,5,,,,,,,,,2,3,3,3,3,3,3,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,,3,3,3,4,4,3,3,5,4,6,2,3,1,,,,003,001,001,002,000,000,1,02,02,00,02,08,03,05,MUY INTERESANTE,,,1,01,03,,1,1,3,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,,2,2,1,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,2,2,2,2,2,08,08,08,08,09,08,08,08,09,09,08,08,3,2,4,3,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,,,,,,3,2,3,3,3,3,3,3,3,3,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,2,2,,2,2,2,3,2,2,2,2,2,2,2,19197
0809,0498,14,0076,01,0276,4,1,01,03,3,,,,,,,,,,,,,,,1,,4,ATENDER A LA GENTE EN UN PUESTA,7100,VENTAS VENDEDOR,VENTA DE JUGUETES SIN NOMBRE,4651,COMPRA VENTA DE JUGUETES,2,4,4,2,2,2,2,3,,,,,,,,,0,1,0,0,0,0,0,0,1,1,0,,1,2,2,3,3,3,3,1,6,5,3,4,2,,,,002,002,000,004,004,000,1,02,02,00,00,,,,,,,1,01,09,,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,,1,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,3,3,05,08,04,08,08,09,07,08,08,09,09,09,3,3,4,3,3,3,2,3,3,3,3,3,3,5,2,3,4,2,4,4,4,4,4,2,4,4,,1,3,2,,,,,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,4478
0809,0498,14,0099,01,0276,5,1,04,03,3,,,,,,,,,,,,,,,1,,1,VENTAS AL PUBLICO DE ROPA,7111,VENDEDOR PISO,LIVERPOOL,4620,TIENDA DEPARTAMENTAL VENTA DE MUEBLES Y ARTICULOS EN GENERAL,2,3,3,3,4,2,3,3,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,2,2,4,4,3,2,2,3,2,4,6,5,1,,,,010,001,001,020,001,000,0,,,,01,01,01,00,SKY,BBTIPS,PADRES  E HIJOS,1,01,02,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,3,3,2,07,08,07,08,07,06,07,07,07,09,06,07,2,3,3,3,2,2,3,3,3,2,4,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,,1,3,2,,,,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,3,3,2,,2,2,2,2,2,2,2,2,2,2,2,17910
0809,0500,14,0002,01,0293,1,1,01,02,6,,,,,,,,,,,,,,,1,,4,ADMINISTRA TIENDA Y ATENDER CLIENTES EN MOSTRADOR,7100,DUEÑA,TIENDA DE ABARROTES LA PROVIDENCIA,4611,COMPRA VENTA DE ABARROTES,2,4,4,3,3,2,3,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,3,4,3,6,5,2,3,4,1,,,,005,004,000,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,2,2,05,07,07,10,10,07,07,07,07,08,08,07,3,2,4,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,1,,,,,,3,4,3,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,3,2,2,,1,1,1,1,1,2,3,2,4,2,3,7223
0809,0500,14,0002,01,0293,1,2,02,03,3,,,,,,,,,,,,,,,1,,1,TIENDA ABARROTES,7111,EMPLEADA,TIENDA LA PROVIDENCIA,4611,ATENCION AL PUBLICO COMPRA VENTA DE ABARROTES,2,3,3,3,3,3,2,3,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,3,3,3,3,3,2,3,6,5,2,3,4,1,,,,003,002,000,000,,,0,,,,01,02,02,00,CONOZCA MAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,2,07,08,07,09,07,06,06,07,07,09,08,08,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,1,3,2,,,,,,3,4,3,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,,2,2,2,2,2,2,2,2,2,2,2,5700
0809,1744,14,0037,01,0039,2,1,01,03,3,,,,,,,,,,,,,,,6,5,,,,,,,,,4,4,4,3,2,2,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,3,3,2,2,1,2,1,1,2,5,6,3,4,,,,014,007,005,014,007,000,1,01,01,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,PORQUE SOLO LO HACE CUANDO SALE DE ESCURSION,2,3,2,2,3,2,04,07,05,07,08,07,04,09,08,05,06,07,2,3,4,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,,3,,,,,3,4,2,2,4,4,4,5,4,4,1,2,1,1,1,1,1,3,2,2,1,3,1,1,1,2,2,1,1,2,3,3,2,,2,2,2,2,2,2,2,2,3,2,3,6047
0809,1744,14,0064,01,0039,3,1,02,02,6,,,,,,,,,,,,,,,1,,1,PINTAR DEPARTAMENTOS,5460,AYUDANTE DE PINTOR,CONTRATISTA SIN NOMBRE,2382,TRABAJOS DE ALBAÑILERIA PINTURA Y REMODELACION DE VIVIENDAS,2,3,4,4,3,1,3,1,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,,3,4,3,3,1,3,1,2,5,6,4,1,3,,,,018,014,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,PORQUE NO LE ENTIENDE,4,4,2,2,3,4,01,02,01,07,04,01,03,06,09,03,07,07,4,4,3,2,1,2,2,4,5,2,3,1,1,3,4,3,4,5,4,2,4,3,4,3,5,5,,3,2,,1,PORQUE ESTAS CARRERAS SON MUY CARAS,,,4,4,3,4,3,3,4,4,3,3,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,3,3,2,,1,2,2,3,2,2,3,3,3,3,3,12094
0809,1744,14,0090,01,0039,4,1,02,03,3,,,,,,,,,,,,,,,1,,1,ARREGLAR CARROS LES HACE CAMBIO DE ACEITE AFINACION FRENOS,5440,AYUDANTE DE MECANICO,TALLER MECANICO CARLOS AYALA,8111,ARREGLA CARROS AL PUBLICO EN GENERAL Y LO HACE EN EL TALLER,2,2,4,4,4,4,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,2,4,4,4,4,4,4,2,5,6,3,1,4,,,,035,006,000,060,030,000,0,,,,03,02,02,00,TV Y NOVELAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,4,2,05,10,08,03,05,05,07,09,09,06,10,10,4,3,3,3,3,3,4,4,3,3,4,2,3,3,2,2,2,3,4,4,4,2,4,4,4,4,3,1,,2,,,,,4,3,4,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,3,2,2,,2,2,2,3,2,2,2,2,2,2,4,14429
0809,1744,14,0113,01,0039,5,1,02,04,3,,,,,,,,1,20,2,,,2,1,5,5,,,,,,,,,4,4,4,3,3,3,4,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,,4,3,3,3,3,3,4,4,3,5,2,1,6,,,,035,014,000,000,,,2,06,05,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,4,2,3,3,01,02,01,05,05,08,05,08,08,09,09,01,3,2,4,2,3,2,2,2,2,3,3,2,2,2,2,2,4,1,4,2,4,1,4,1,4,4,,1,2,3,,,,,3,2,3,3,3,3,3,4,3,3,1,2,1,2,1,2,1,1,1,2,1,2,1,3,1,2,2,2,1,1,3,3,2,,2,2,2,2,2,2,2,3,3,3,3,9619
0809,2795,14,0009,01,0047,1,1,01,02,6,,,,,,,,,,,,,,,1,,2,TRABAJOS DE ALBAÑILERIA,5260,ALBAÑIL,ALBAÑIL,2382,TRABAJOS DE ALBAÑILERIA,2,2,3,4,4,3,3,4,1,0,0,0,1,0,0,,,,,,,,,,,,,,2,3,3,3,4,3,4,3,5,2,6,1,4,,,,000,,,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,,2,3,5,2,2,3,05,07,06,09,07,09,07,08,08,09,07,07,2,3,4,3,1,1,2,3,3,2,4,2,2,5,3,2,2,2,2,3,2,2,2,2,2,2,1,,2,3,,,,,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,3,5,1,2,,2,2,5,5,2,5,2,2,4,3,3,11130
0809,2795,14,0037,01,0047,2,1,02,03,3,,,,,,,,,,,,,,,5,5,,,,,,,,,3,3,3,3,3,3,3,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,3,3,3,1,2,5,3,6,4,,,,002,002,000,005,002,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,1,0,0,0,,5,5,2,2,3,2,08,07,06,09,03,04,02,07,08,08,07,08,5,5,5,3,2,2,5,5,3,2,4,3,3,5,2,3,3,2,3,3,3,2,2,2,5,5,,,,,,,,1,3,3,4,4,4,3,4,4,4,3,1,3,1,1,1,1,1,1,1,2,1,2,2,3,1,2,2,1,1,1,1,1,2,,2,3,2,2,2,2,2,4,4,3,3,13247
0809,2795,14,0073,01,0047,3,1,02,02,3,,,,,,,,,,,,,,,1,,1,VIGILA EL ACCESO AL EDIFICIO,8303,GUARDIA,CENTURION,5614,A PRESTAR SERVICIO DE GUARDIA Y CUSTODIA,2,2,3,3,3,3,3,3,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,2,3,2,2,2,2,4,1,2,6,3,4,5,,,,010,002,000,005,003,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,2,10,10,10,10,08,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,,,,,,4,4,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,2,,2,2,2,2,2,3,2,2,2,2,2,19870
0809,2795,14,0108,01,0047,4,1,01,03,3,,,,,,,,,,,,,,,1,,1,REPARACIONES DE CABLEADO DE LUZ EN GENERAL,5270,REPARADOR DE INSTALACIONES ELECTRICAS,DESSA COMPAÑIA DE LUZ,2210,REPARACIONES DE CABLEADO DE LUZ EN GENERAL,2,2,3,3,3,2,3,3,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,2,3,3,3,3,3,3,3,2,4,5,6,1,,,,002,001,000,010,005,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,3,2,3,2,3,06,06,04,05,05,02,06,07,06,07,05,05,4,4,4,3,2,2,3,3,3,2,4,3,2,5,2,2,2,2,2,3,2,2,2,2,3,3,3,1,,2,,,,,2,3,3,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,3,2,2,,2,2,2,2,2,2,2,2,2,2,2,10140
0809,2719,14,0003,01,0074,1,1,02,04,3,,,,,,,,1,17,2,,,2,1,1,,1,SURTE MATERIA PRIMA A LAS LINEAS DE PRODUCCION COMO BOBINAS TERMINALES TORNILLOS RESORTES,6221,ENCARGADA DE ALMECEN,SENSATA TECHNOLOGIES,3340,HACE SENSORES Y CONTROLES HECHOS PARA AUTOS AIRE ACONDICIONADO Y LINEA BLANCA,1,3,4,3,3,3,4,4,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,,3,4,3,3,3,4,4,3,4,5,1,2,6,,,,008,004,001,035,001,000,1,02,01,01,02,10,00,02,INNOVACION Y TECNOLOGIA,,,2,,,,1,1,3,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,3,2,2,3,04,06,04,08,07,03,06,08,07,08,06,03,2,3,3,2,2,1,3,3,3,3,4,2,2,2,2,2,4,2,4,3,4,2,3,3,3,3,,2,3,1,,,,,3,4,3,3,3,3,4,3,3,3,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,3,3,1,1,2,2,2,2,2,2,3,2,2,3,3,9606
0809,2719,14,0068,01,0074,3,1,01,06,2,1912,AUXILIAR DE EDUCADORA,2,,,,,2,26,2,,,2,1,5,5,,,,,,,,,2,3,1,1,1,3,2,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,,2,3,1,1,3,2,3,4,5,6,1,2,3,,,,020,006,003,010,002,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,3,2,3,2,1,2,07,08,09,10,10,09,09,09,09,10,09,08,2,3,4,2,2,2,2,4,2,4,4,2,2,2,2,2,2,2,4,2,3,2,2,1,2,2,,1,3,2,,,,,3,4,3,3,3,3,4,4,3,3,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,3,2,,2,2,2,2,2,3,2,3,3,2,3,9195
0809,2719,14,0097,01,0074,4,1,01,04,3,,,,,,,,1,21,2,,,2,1,1,,1,VENDE EN MOSTRADOR AL PUBLICO PRODUCTOS CARNICOS,5200,TABLAJERO,OBRADOR SAN PANCHO,4611,IMPORTACION Y VENTA DE PRODUCTOS CARNICOS ESPECIALIZADA EN PRODUCTOS DE CERDO Y RES,2,2,3,3,3,1,3,3,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,,3,3,3,3,2,3,3,6,5,4,2,1,3,,,,014,007,007,003,000,000,7,28,04,01,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,3,2,05,06,05,03,06,06,09,07,07,05,06,08,3,3,4,3,2,2,2,4,4,3,4,2,4,2,2,1,4,4,2,2,4,2,4,2,4,4,3,2,,1,,,,,3,4,2,2,2,2,3,3,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,3,2,1,3,2,2,2,3,2,3,2,3,3,3,3,9195
0809,2719,14,0127,01,0074,5,1,01,06,3,0521,CONTADOR PRIVADO,1,,,,,,,,,,,,1,,1,TOMA DECLARACIONES DE PERSONAS PARA UNA AVERIGUACION PREVIA EN LA COPMUTADORA,6200,SECRETARIA DE MINISTERIO PUBLICO,PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO,9313,IMPARTE JUSTICIA PRESTA SUS SERVICIOS AL PUBLICO EN GENERAL,1,2,2,1,3,2,3,2,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,,3,2,3,3,3,3,2,3,6,5,1,2,4,,,,028,016,007,042,012,000,0,,,,03,12,06,03,SELECCIONES,SIETE DIAS,TV NOTAS,1,01,02,,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,,1,2,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,2,2,3,06,05,06,06,06,08,08,06,06,06,06,05,2,4,3,2,2,2,3,3,2,2,4,3,3,2,2,4,4,2,2,2,3,2,2,2,2,3,,1,3,2,,,,,3,3,3,4,3,3,3,4,3,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,3,3,1,3,2,3,3,3,2,2,3,3,3,3,3,13793
0809,1299,14,0157,01,0122,1,1,02,09,2,5920,DIRECCION DE CENTROS EDUCATIVOS,4,2,2,2,2,2,29,1,1,2,,,1,,1,DIRIGIR PROFESORES Y ACTIVIDADES RELACIONADAS CON EL PLANTEL ESCOLAR,2111,DIRECTORA DE COORDINACION GENERAL,UNIVERSIDAD PANAMERICANA,6131,IMPARTIR CLASES DE ESTUDIO NIVEL SUPERIOR,1,3,3,2,1,2,2,2,,,,,,,,,0,1,0,0,0,0,1,1,1,1,0,,3,3,3,3,3,3,3,6,5,4,1,2,3,,,,005,002,001,000,,,7,20,05,02,00,,,,,,,1,01,02,,1,1,40,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,,1,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,3,2,2,2,08,09,06,08,09,08,07,09,09,08,07,06,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,,1,,,,,2,2,3,3,3,3,3,3,3,3,1,2,3,1,3,1,1,3,1,2,1,2,1,1,1,2,2,2,1,1,3,3,1,3,2,2,2,2,2,2,3,3,3,3,3,13482
