"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,4","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,4","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1,C,1","S4P22_2,C,1","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","FAC,N,6,0"
0809,3073,07,0047,24,0221,2,1,01,07,5,3931,CONTADOR PUBLICO,3,2,2,2,1,1,23,2,,,2,2,1,,1,HACE LA CONTABILIDAD DE LA CONSTRUCTORA,2111,CONTADOR GENERAL,CONSTRUCTORA MARQUIZA DEL CENTRO S A DE C V,2370,HACEN PUENTES Y CARRETERAS,2,2,3,3,3,2,4,3,,,,,,,,,1,0,1,1,0,0,0,1,0,0,0,,3,3,3,3,3,2,4,1,6,5,2,4,3,,,,005,003,002,006,003,001,0,,,,00,,,,,,,1,01,02,,1,1,10,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,,1,1,2,2,1,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,2,1,2,3,2,07,05,03,08,08,05,05,06,06,08,06,06,3,2,4,2,1,2,2,3,2,3,3,3,2,5,2,2,2,2,3,4,3,2,3,1,4,4,3,1,,2,,,,,2,2,2,3,3,3,4,4,3,3,1,2,1,1,3,2,1,1,1,1,1,2,1,1,3,3,2,2,3,1,3,1,1,3,2,2,2,3,3,3,3,4,3,3,3,11398
0809,2268,07,0140,24,0213,5,1,02,07,4,3431,LIC ENFERMERIA,3,1,1,1,1,1,37,2,,,2,2,1,,1,ENFERMERA,1131,ENFERMERA,HOSPITAL DEL ISSSTE,6222,CURAR ENFERMOS,1,3,2,2,2,1,3,3,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,4,3,5,2,1,6,,,,015,007,003,000,,,0,,,,00,,,,,,,1,01,02,,1,1,10,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,3,1,1,3,10,08,05,10,08,10,07,08,08,08,10,08,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,4,2,2,2,2,4,,1,3,2,,,,,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,3,3,1,3,2,2,2,2,1,3,2,4,3,2,2,9536
0809,1433,07,0115,24,0244,4,1,01,04,3,,,,,,,,1,18,2,,,2,2,1,,1,ELECTRICISTA,5270,ELECTRISISTA,ELECTRICISTA,2382,ELECTRICISTA,2,4,4,4,4,3,3,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,3,3,3,3,3,2,3,6,5,1,4,,,,015,007,002,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,3,3,1,1,2,08,10,08,07,08,07,08,08,08,08,10,08,2,2,3,2,2,2,2,2,2,3,4,2,2,2,4,4,4,2,3,4,2,1,1,1,3,4,1,3,2,,,,,,3,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2,,2,2,1,2,2,2,2,3,2,2,2,14515
0809,2821,07,0028,24,0325,1,1,01,04,2,,,,,,,,1,16,2,,,2,2,1,,4,COMPRAR Y VENDER FRUTAS Y VERDURAS PONER PUESTO AMBULANTE EN VIA PUBLICA,7210,COMERCIANTE AMBULANTE,VENDEDOR DE FRUTAS ABULANTE SIN NOMBRE,4612,COMPRA Y VENTA DE FRUTAS Y VERDURAS AL PORMENOR EN VIA PUBLICA,2,2,3,2,3,2,3,2,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,,2,2,3,3,3,3,3,2,4,5,1,3,6,,,,016,006,000,020,010,000,7,20,12,04,04,30,10,10,MUY INTERESANTE,PROCESO,BIOLOGIA Y LA SALUD,1,01,04,,1,1,8,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,,1,1,2,2,1,1,2,,,,,,,,,,,,1,0,0,0,0,0,1,0,,3,2,3,3,3,3,10,10,10,10,10,08,08,10,10,10,10,10,3,2,3,2,1,1,2,2,2,3,3,2,2,2,1,1,3,1,1,1,2,1,1,1,3,3,1,2,,3,,,,,3,4,3,2,2,2,3,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,3,1,1,1,1,1,2,2,3,3,3,3,16519
0809,2291,07,0115,24,0036,5,1,01,02,6,,,,,,,,,,,,,,,1,,1,SERVICIO DE TRASPORTE,5520,TAXISTA,TAXI,4850,SERVICIO PUBLICO,2,2,2,2,2,2,2,2,,,,,,,,,1,0,0,0,0,0,0,1,1,1,0,,3,3,3,3,3,3,3,2,3,6,5,1,4,,,,019,007,000,020,002,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,4,2,2,2,2,2,02,05,02,09,06,06,05,08,05,08,07,06,2,2,3,2,2,2,2,4,1,2,4,2,2,2,2,2,2,2,2,2,4,1,3,1,2,4,,2,3,1,,,,,4,4,4,4,3,4,4,4,3,4,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,2,,2,2,2,2,2,3,2,4,4,3,4,17613
0809,412A,24,0060,25,0016,3,1,01,06,2,1862,SECRETARIA EJECUTIVA,2,,,,,2,18,2,,,2,2,1,,4,ESTILISTA SERVICIO A DOMICILIO,8130,ESTILISTA,SERVICIO A DOMICILIO ESTETICA,8121,APLICACION DE QUIMICOS PARA EL CABELLO,2,3,3,3,3,2,3,3,,,,,,,,,1,1,1,0,1,1,1,1,1,1,0,,3,3,3,3,2,2,3,2,4,6,3,1,5,,,,028,014,003,010,003,000,0,,,,02,02,01,00,TV Y NOVELAS,TV NOTAS,,1,01,04,,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,,1,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,2,2,2,2,06,09,09,10,08,08,07,07,08,05,08,06,3,3,4,2,3,3,2,3,1,4,4,3,2,5,2,2,2,2,3,3,2,2,2,2,2,2,,1,2,3,,,,,3,3,3,4,3,3,4,5,3,3,2,2,1,1,3,1,1,3,1,1,1,2,1,3,3,3,2,1,1,1,3,1,2,,1,2,2,2,2,3,2,3,3,3,3,14580
0809,412A,24,0099,25,0016,5,1,02,04,3,,,,,,,,1,19,2,,,2,2,5,5,,,,,,,,,4,4,3,3,2,3,3,,,,,,,,,1,0,1,1,1,1,1,1,0,0,0,,4,4,4,4,3,3,3,3,4,5,1,2,6,,,,021,007,000,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,5,1,2,3,08,08,09,08,09,08,08,09,09,09,09,07,2,2,3,2,2,2,2,2,4,2,3,2,2,2,2,2,3,2,2,2,4,2,2,2,2,4,,2,3,1,,,,,3,4,3,3,3,3,3,3,3,3,1,1,2,1,3,3,2,1,1,1,1,1,1,1,3,3,2,3,1,2,3,3,1,3,1,1,1,2,2,3,2,3,2,3,3,17767
0809,6395,24,0198,25,0041,1,1,01,06,3,0551,SECRETARIADO,1,,,,,,,,,,,,2,,4,ELABORACION Y VENTA DE TAMALES,5202,TAMALERA,TAMERIA SIN NOMBRE,7221,ELABORACION DE TAMALES DE POLLO PUERCO PASAS,2,3,3,3,3,2,3,2,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,,3,3,3,3,3,2,3,,,,,,,,1,,014,009,000,000,,,7,06,02,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,5,5,2,3,5,08,10,08,10,10,10,08,10,10,10,10,08,3,3,3,2,1,1,2,3,2,2,2,2,2,5,1,1,2,5,5,3,4,1,2,1,4,4,,,,,,,,1,4,5,3,5,3,3,5,5,3,3,1,3,1,2,2,3,1,3,3,1,1,1,3,3,3,1,3,3,1,1,3,2,2,,2,2,2,2,2,3,2,3,5,3,3,6785
0809,348A,24,0042,25,0045,2,1,01,02,2,,,,,,,,,,,,,,,5,5,,,,,,,,,4,4,4,4,3,2,4,1,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,3,3,3,3,4,2,6,1,5,,,,001,001,000,000,,,0,,,,15,05,03,02,ATALAYA,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,2,2,3,3,08,10,07,09,09,10,08,06,08,10,09,08,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,2,1,1,4,4,4,1,3,3,4,4,,,,,,,,1,5,5,4,5,3,3,5,3,3,3,1,3,1,1,3,3,2,2,2,2,1,2,1,3,3,3,2,2,1,1,3,2,2,,2,3,2,2,2,2,2,3,2,3,2,4824
0809,348A,24,0063,25,0045,3,1,01,04,2,,,,,,,,1,19,2,,,2,1,1,,1,INSTALACION DE CABLE PARA TELEVICION INTERNET Y TELEFONIA,1205,TECNICO INSTALADOR,SERVICIOS TECNICOS TELEVISION POR CABLE,5170,DAR SEÑAL A TELEVISORES TELEFONIA E INTERNET,1,3,3,2,2,1,3,2,,,,,,,,,0,1,1,1,1,1,0,1,1,1,0,,4,4,3,3,3,3,3,3,6,2,5,4,1,,,,014,002,004,000,,,0,,,,00,,,,,,,1,04,09,,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,CONSULTAS RELACIONADAS DE SU TRABAJO,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,2,3,08,09,08,10,10,10,08,09,09,10,10,08,2,2,4,2,2,2,2,4,3,3,3,2,2,2,2,2,2,1,5,4,4,2,2,1,2,3,,1,3,2,,,,,3,3,2,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3,2,1,3,1,2,1,1,2,2,2,2,3,2,3,8363
0809,348A,24,0080,25,0045,4,1,02,06,2,0721,PROGRAMADOR ANALISTA DE SISTEMAS,3,2,2,2,1,2,19,2,,,2,1,1,,4,ELABORACION DE ANTOJITOS MEXICANOS,5208,COCINERA,CENADURIA SIN NOMBRE,7221,ELABORACION DE TOSTADAS TACOS Y GORDITAS,2,2,3,2,2,2,4,3,,,,,,,,,1,1,1,1,1,1,0,0,1,1,0,,2,4,3,3,2,2,2,6,3,2,5,1,4,,,,007,005,002,000,,,7,07,03,02,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,2,4,1,2,3,08,10,06,09,08,06,06,09,09,10,10,10,3,2,3,2,2,1,2,2,2,3,3,2,3,2,2,3,4,2,5,4,4,2,3,1,1,5,,,,,,,,1,2,3,2,5,5,3,3,3,5,3,1,2,2,1,2,3,1,1,2,1,1,2,3,1,1,2,2,1,1,1,3,3,1,3,2,2,2,2,2,3,3,5,5,3,3,8363
0809,348A,24,0100,25,0045,5,1,01,05,5,3741,LICENCIATURA EN DERECHO,3,2,2,2,1,1,18,2,,,1,1,8,5,,,,,,,,,1,4,1,1,1,3,4,,,,,,,,,1,1,1,1,1,0,1,0,0,1,0,,1,4,1,2,3,1,4,6,5,4,1,2,3,,,,035,007,014,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,3,1,2,3,01,05,09,10,09,06,04,09,10,10,10,05,3,3,4,1,1,2,2,4,4,4,4,2,2,5,2,2,4,2,2,4,4,2,3,2,4,4,,2,3,1,,,,,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,3,3,3,2,1,1,1,1,1,1,1,2,2,2,1,3,4,2,,2,2,3,2,2,2,5,3,3,3,3,17260
0809,2068,24,0080,25,0058,4,1,02,02,6,,,,,,,,,,,,,,,5,1,4,VENDER PRODUCTOS POR CATALOGO,7201,VENDEDORA AMBULANTE,CONCORD,4631,VENDER COLCHAS O BLANCOS POR CATALOGO,2,2,4,3,4,2,3,2,,,,,,,,,1,0,1,0,1,0,1,1,1,0,0,,2,4,4,4,2,4,2,2,3,5,6,1,4,,,,050,021,000,014,007,000,7,10,05,01,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,,,,,,,,,,,,0,0,0,0,1,0,1,0,,2,1,2,2,2,3,09,10,09,08,10,09,09,08,08,09,10,07,2,1,3,2,2,3,2,2,3,4,3,1,1,5,1,1,1,4,3,4,1,1,1,1,1,3,,2,3,1,,,,,3,4,2,2,2,4,2,4,2,4,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,3,2,,1,1,2,1,2,3,3,3,1,2,2,11628
0809,2068,24,0106,25,0058,5,1,03,07,5,3631,INGENIERIA BIOQUIMICA,3,1,1,1,1,1,22,2,,,1,1,1,,1,REPRESENTANTE DE VENTAS,7130,REPRESENTANTE TERRITORIAL DE VENTAS,PHILIPS MORRIS CIGATAM,3120,PRODUCCION Y COMERCIALIZACION DE CIGARROS,1,3,4,2,2,1,3,3,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,,4,4,2,2,1,4,4,6,5,3,1,4,2,,,,002,002,000,000,,,2,02,02,00,02,06,01,03,MUY INTERESANTE,NATIONAL GEOGRAPHIC,,1,01,02,,1,1,21,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,3,2,3,07,08,07,09,08,08,06,09,09,09,08,07,2,2,3,2,2,2,1,2,2,2,2,2,3,1,1,1,2,1,3,2,3,1,3,2,3,3,3,1,2,,,,,,2,1,1,2,1,2,2,3,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,3,1,3,1,1,2,3,1,3,3,2,3,4,4,13351
0809,412A,24,0238,25,0060,5,1,02,07,5,3931,LICENCIADA EN CONTADURIA PUBLICA,3,2,1,2,1,1,23,2,,,1,1,5,5,,,,,,,,,3,4,4,4,3,3,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,2,3,3,3,3,3,5,3,2,4,6,1,,,,006,006,000,007,003,001,7,02,01,01,03,02,01,01,NATIONAL GEOGRAPHIC,ATALAYA,,2,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,3,3,08,10,08,10,10,10,09,10,10,10,10,10,2,3,3,2,2,2,2,2,3,2,2,2,2,5,2,2,1,1,2,3,2,2,3,2,3,3,,2,3,1,,,,,2,2,2,5,2,2,3,3,2,2,2,2,1,1,3,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,2,2,,2,2,2,2,2,2,2,3,2,2,3,8296
0809,2049,24,0029,25,0100,2,1,03,03,3,,,,,,,,,,,,,,,4,5,,,,,,,,,1,3,1,1,1,2,2,,,,,,,,,1,1,1,0,1,1,1,1,1,1,0,,3,3,2,3,1,2,4,5,3,2,4,6,1,,,,006,002,001,005,002,000,3,03,01,00,00,,,,,,,1,09,04,,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,FUE UN RECORRIDO POR PARTE DE LA ESCUELA,,,,,,,,,,3,3,1,1,2,2,07,10,08,10,08,09,09,10,10,09,09,08,2,2,3,2,1,1,1,3,2,2,3,1,2,5,2,2,2,2,2,4,4,2,2,2,4,5,,1,2,3,,,,,2,1,1,2,1,2,2,3,1,2,1,2,1,1,3,1,1,3,1,3,1,3,1,3,1,1,2,2,1,2,3,4,1,3,1,1,1,1,1,2,2,2,3,3,3,13240
0809,4613,24,0200,25,0137,4,1,02,04,3,,,,,,,,1,30,2,,,2,2,2,,1,ENCARGADA DE UNA LAVANDERIA,8110,ENCARGADA,AIRON FAST,8121,PLANCHADO DE ROPA AL PUBLICO EN GENERAL,2,4,4,4,2,2,3,4,,,,,,,,,1,0,1,0,1,1,0,0,0,0,0,,3,4,3,4,3,4,4,3,2,6,5,1,4,,,,006,003,000,000,,,0,,,,00,,,,,,,1,01,04,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,CHECA CUENTA DE TELEFONO CELULAR,2,1,2,1,1,2,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,2,3,3,05,05,08,10,10,07,05,07,09,08,10,07,3,3,4,2,2,2,2,2,3,2,3,2,2,2,1,2,2,1,5,4,3,1,2,2,2,4,,1,2,3,,,,,4,4,3,5,3,3,3,3,3,3,2,2,1,1,3,2,2,1,1,2,1,2,1,3,3,3,2,2,2,1,3,4,1,3,3,3,3,3,3,2,3,3,3,3,3,15976
0809,0324,24,0001,25,0160,1,1,03,07,5,3551,LICENCIATURA EN PSICOLOGIA,3,2,2,2,1,1,24,2,,,1,2,2,,1,PRUCURAR BINESTAR DE NIÑOS DAR SEGUIMIENTO A PROGRAMAS EDUCATIVOS ASISTENCIAL EDUCATIVO,2125,DIRECTORA DE GUARDERIA,EXPORTALISAS MEXICANA,1110,PRODUCION DE HORTALIZAS,3,3,3,2,2,1,2,3,,,,,,,,,1,0,1,0,1,0,1,1,0,0,0,,3,3,3,3,3,3,2,5,6,2,3,1,4,,,,010,002,000,001,000,000,2,01,01,00,01,09,00,02,TV Y NOVELAS,TV NOTAS,,1,01,04,,1,1,9,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,,2,1,1,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,3,3,1,2,3,08,10,06,07,05,04,02,01,07,10,09,06,2,3,4,2,2,2,2,3,4,3,3,2,3,2,2,2,3,2,4,4,3,2,2,2,3,4,,1,2,3,,,,,5,2,2,3,3,3,3,3,3,3,1,1,2,2,3,3,1,2,1,2,1,3,1,1,1,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,3,3,3,3,14396
0809,0324,24,0021,25,0160,2,1,02,02,6,,,,,,,,,,,,,,,5,5,,,,,,,,,4,4,4,4,3,3,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,4,4,4,3,2,4,4,2,3,6,1,5,,,,007,006,000,000,,,1,02,02,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,1,CASI NO SALE SE DEDICA TIEMPO COMPLETO A CUIDAR HI,2,3,2,2,3,2,08,10,06,05,10,04,06,08,09,10,08,09,2,2,3,2,1,2,2,2,3,3,3,2,2,2,2,5,2,2,5,1,3,2,5,2,3,1,,1,2,3,,,,,5,5,3,5,3,3,3,3,3,3,1,3,1,1,3,3,1,2,3,3,1,2,1,3,3,1,2,2,1,1,3,3,2,,1,5,2,2,2,2,2,3,5,5,2,15005
0809,0288,24,0016,25,0188,1,1,01,07,5,3741,LICENCIATURA EN DERECHO ECLESIASTICO,3,2,2,2,2,1,25,2,,,2,2,1,,1,JUEZ PARA EL TRIBUNAL ECLESIASTICO,1180,SACERDOTE CATOLICO,TEMPLO DE SAN JUAN BOSCO,8130,RELIGION CATOLICA,2,1,2,1,1,1,2,2,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,1,4,1,1,1,3,1,,,,,,,1,,,004,003,001,000,,,1,06,05,00,02,00,01,01,NO RECUERDA,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,2,2,3,2,2,1,1,1,2,2,2,2,2,2,1,1,4,1,3,4,4,1,2,2,3,3,,,,,,,1,,2,3,1,3,2,2,2,3,2,2,1,1,2,3,3,3,2,1,2,1,1,2,1,1,1,1,2,2,1,1,3,3,1,3,1,1,2,3,2,3,2,2,3,2,3,16067
0809,0288,24,0045,25,0188,3,1,02,07,5,4131,LICENCIATURA EN INFORMATICA,3,2,1,2,1,1,24,2,,,2,1,2,,1,DAR CLASES DE INGLES NIVEL PRIMARIA EN ESCUELA DE GOBERNO,1330,MAESTRA DE INGLES,PRIMARIA JUAN ESCUTIA,6112,BRINDAR SERVICIO DE EDUCACION A NIVEL PRIMARIA,2,3,3,2,1,2,3,2,,,,,,,,,0,1,1,0,1,1,0,1,1,1,0,,2,2,1,1,1,4,2,6,5,2,1,3,4,,,,005,002,002,001,000,000,6,03,02,01,02,15,03,07,MENTE SANA,QUO,MUY INTERESANTE,1,01,02,,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,DESARROLLO EN SISTEMA DE PROGRAMACION PAGINAS WET,1,2,2,2,1,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,2,3,3,3,07,08,06,10,08,09,07,09,09,08,07,10,3,2,3,2,2,1,2,3,3,3,2,2,3,2,2,1,4,1,3,4,4,2,3,1,4,4,,2,3,1,,,,,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,3,1,3,3,1,3,1,2,1,3,2,3,2,3,3,3,3,13835
0809,0288,24,0074,25,0188,5,1,02,07,5,3922,LICENCIATURA EN RECURSOS HUMANOS,3,2,2,2,1,2,23,2,,,2,2,5,5,,,,,,,,,3,3,3,3,3,3,3,,,,,,,,,1,0,1,0,0,1,1,1,1,1,0,,3,3,2,2,2,2,2,5,1,2,3,6,4,,,,003,002,001,001,001,000,3,03,01,00,02,09,05,02,SELECCIONES,,,1,01,04,,1,1,3,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,,2,1,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,2,2,2,3,06,07,05,07,06,07,05,08,08,07,06,04,3,3,3,2,2,2,2,2,3,2,3,2,2,2,4,1,2,2,2,2,3,2,2,4,4,4,,3,2,1,,,,,2,3,2,3,3,3,3,3,3,3,1,2,1,1,3,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,3,2,1,3,2,2,2,2,2,2,2,3,3,3,3,9086
