"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","S4P23_12,C,1","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2_1,C,1","S4P33_2_2,C,1","S4P33_2_3,C,1","S4P33_2_4,C,1","S4P33_2_5,C,1","S4P33_2_6,C,1","S4P33_2_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P2_ESP,C,50","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,20","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S5OBS,C,50","FAC,N,6,0"
28,0811,04,0065,4,1,01,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,,2,,3,2,,2,2,1,2,1,1,1,1,1,1,3,3,3,1,2,1,1,2,2,2,2,5,5,2,2,,3,1,1,0,0,0,0,0,,1,1,1,2,1,2,1,3,2,2,,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,2,1,2,1,2,2,4,1,,3592
28,0811,04,0151,1,1,04,2,1,1,2,1,2,2,2,2,3,3,2,2,2,1,2,2,2,2,1,1,2,1,2,3,2,2,1,2,1,2,1,2,1,1,2,3,3,2,1,3,2,1,3,2,1,1,1,3,2,2,3,DEPENDIENDO DEL TEMA,2,,2,1,3,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,3,3,5,3,3,1,3,1,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19356
28,0811,04,0151,2,1,01,2,1,4,2,3,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,,1,,3,2,,2,5,4,4,1,4,1,4,1,4,1,3,3,1,2,1,3,2,2,5,2,3,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5163
28,0811,04,0213,1,1,01,1,1,1,1,1,5,5,3,2,3,2,3,5,2,1,1,2,3,2,2,5,5,2,1,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,3,2,2,2,3,2,1,3,1,3,1,1,,2,,1,2,,2,1,4,2,1,1,1,1,1,1,3,1,1,1,2,1,1,2,3,3,1,3,2,1,1,2,2,1,1,0,0,0,0,0,,1,1,1,3,1,3,1,1,1,2,,1,2,2,1,2,2,2,1,1,1,2,1,1,1,3,1,3,1,3,1,3,3,3,,12661
28,0811,04,0213,3,1,02,3,2,3,2,2,3,3,3,2,3,3,2,3,3,2,2,2,3,3,2,3,2,2,3,2,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,5,2,2,3,3,3,2,3,2,2,3,1,,1,,3,2,,2,2,1,1,1,4,1,2,1,1,3,5,5,1,2,1,3,3,2,3,2,3,2,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12867
28,0811,04,0213,4,1,02,1,1,1,2,2,2,2,3,3,3,2,2,2,2,3,3,2,3,2,2,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,2,1,,2,,2,2,,2,2,1,1,1,1,1,1,1,2,3,3,3,1,1,1,3,3,2,3,3,4,3,2,2,,1,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9651
28,0811,04,0213,5,1,02,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,1,,2,,3,2,,2,2,1,1,2,4,3,3,3,2,2,2,2,2,,,3,1,2,3,5,5,4,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12778
28,0811,04,0232,1,1,05,2,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,2,3,2,2,4,2,2,2,2,1,4,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,3,1,,2,,2,2,,2,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,3,2,2,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17898
28,0811,04,0232,3,1,03,2,1,2,2,2,2,2,4,3,3,2,3,2,1,2,2,1,2,1,2,2,2,1,2,2,2,4,2,3,2,2,2,1,1,1,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,DEPENDE DEL TEMA,3,DEPENDE DEL TEMA,2,2,,2,2,2,1,1,1,1,1,1,4,2,1,4,1,2,1,3,2,2,3,2,3,3,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25020
28,0811,04,0232,4,1,02,2,1,4,3,2,1,2,3,2,2,2,1,2,2,2,2,1,3,2,1,3,2,2,2,3,2,2,1,1,1,2,2,2,2,2,3,4,2,2,2,2,2,2,3,2,2,2,2,3,2,3,1,,1,,3,2,,2,5,2,1,3,2,1,2,1,2,1,3,2,2,,,3,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25020
28,0811,04,0232,5,1,02,2,2,2,3,2,3,2,3,2,2,3,3,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,2,2,2,1,,1,,2,2,,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,2,2,,2,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17898
28,0811,04,0252,1,1,02,2,2,3,3,2,1,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,,1,,5,2,,2,3,3,3,1,3,1,1,1,1,1,1,4,1,2,1,4,3,2,3,2,5,5,2,1,3,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16930
28,0811,04,0252,2,1,01,2,2,2,2,2,2,5,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,5,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,1,,2,,1,2,,2,5,1,1,1,1,1,1,1,1,3,3,1,1,2,2,3,2,2,3,3,5,2,2,1,3,2,1,0,0,0,0,0,1,PERSONAS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14327
28,0811,04,0252,3,1,02,2,2,2,2,1,2,2,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,3,3,3,2,3,2,2,2,2,2,,2,,3,2,,2,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,4,3,2,3,2,1,2,3,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,1,2,2,,2,2,2,1,1,1,2,1,2,2,1,1,1,1,5,2,1,2,2,2,2,1,2,,9689
28,0811,04,0252,4,1,02,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,1,,1,,2,2,,1,1,2,1,1,1,1,1,1,1,3,1,4,1,2,1,3,3,3,3,3,3,3,3,2,,3,1,1,0,0,0,0,0,,1,1,1,2,1,3,1,1,1,1,DIFUSION DE TECNOLOG,2,2,2,1,1,2,1,1,1,2,1,2,2,1,3,3,2,2,4,4,2,4,4,,9847
28,0811,04,0252,5,1,01,1,1,1,1,1,4,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,4,3,2,2,2,3,1,2,2,1,2,2,2,2,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,,1,,2,2,,2,2,2,1,1,1,1,1,1,1,3,1,4,1,2,1,3,4,2,3,2,3,3,2,2,,1,1,1,1,1,0,0,0,,1,1,1,1,2,1,1,1,3,2,,1,1,1,2,2,2,2,2,2,2,2,1,2,1,5,1,3,2,2,2,2,6,2,,4776
28,0811,04,0257,1,1,01,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,2,3,2,2,1,,2,,1,2,,2,1,1,1,1,1,1,2,1,1,3,3,1,1,2,1,3,3,3,3,3,2,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11330
28,0811,04,0257,2,1,02,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2,3,3,2,2,,2,,1,2,,2,1,2,1,2,1,2,2,1,1,3,3,1,1,2,1,3,3,2,3,2,2,2,2,1,3,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10882
28,0811,04,0257,3,1,05,2,2,2,2,2,5,5,2,5,2,3,2,5,5,2,2,2,2,2,5,2,2,2,3,5,2,3,2,3,2,2,2,2,2,2,3,5,2,5,2,3,2,3,5,2,5,3,3,5,2,2,1,,1,,3,2,,2,5,4,4,1,4,1,4,1,4,5,5,1,1,2,1,2,2,2,3,2,5,5,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16212
28,0811,04,0257,5,1,05,2,1,2,2,2,2,2,3,2,3,3,2,5,2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,3,2,1,2,2,1,2,2,3,2,3,3,3,1,3,3,3,3,4,3,1,,1,,3,2,,2,3,2,1,3,1,3,2,2,1,1,1,3,2,,,2,2,2,3,2,3,2,3,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10707
28,0811,04,0264,1,1,01,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,2,2,3,DEPENDE DEL TEMA,2,,2,2,,2,3,2,1,2,2,2,2,2,2,3,1,2,1,2,1,1,2,2,2,2,3,2,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24960
28,0811,04,0264,2,1,01,2,2,2,1,1,2,2,3,3,2,3,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,3,2,3,2,2,1,3,1,2,2,2,3,1,2,3,3,3,3,1,1,2,1,1,1,1,1,,1,,2,2,,2,2,2,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,2,3,2,3,2,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13437
28,0811,04,0264,3,1,02,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,1,,1,,3,2,,2,5,2,1,1,4,1,4,1,4,3,1,4,1,2,1,3,2,2,2,2,5,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42353
28,0811,04,0264,5,1,02,2,2,3,2,2,3,3,3,3,3,3,2,5,5,2,2,2,3,5,2,5,5,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,5,5,5,2,2,2,3,2,3,1,,1,,1,2,,2,2,2,1,1,4,2,1,1,2,3,1,4,1,2,2,2,2,2,3,3,3,3,2,2,,2,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35295
28,0811,04,0338,2,1,01,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,3,2,2,2,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,,1,,2,2,,2,2,1,1,2,1,1,1,1,1,3,1,1,2,,,3,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21601
28,0811,04,0350,2,1,01,2,2,2,1,1,3,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,2,2,3,3,2,3,2,,2,,1,2,,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,2,3,4,1,3,3,2,2,2,1,3,3,1,1,0,1,0,0,0,,1,1,1,2,2,1,1,1,2,2,,1,1,2,1,1,2,2,2,2,2,2,1,1,1,4,3,1,1,1,1,2,1,2,,17365
28,0811,04,0350,3,1,02,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,3,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,2,,2,,2,2,,2,1,1,2,1,2,1,1,1,2,4,1,1,1,2,1,3,2,2,2,2,1,2,1,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13212
28,0811,04,0350,5,1,02,1,2,2,2,1,3,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,3,3,2,,2,,3,2,,2,1,1,1,1,1,2,3,1,1,4,1,1,1,2,2,3,1,3,2,3,3,4,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8951
28,0811,04,0213,4,2,01,2,2,2,2,2,2,2,3,4,3,4,1,1,1,2,2,2,3,2,2,3,2,1,3,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,3,3,2,1,,2,,3,2,,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,3,2,2,3,2,2,2,2,1,3,3,1,0,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9416
28,0811,04,0034,2,1,02,2,2,2,2,2,4,3,4,2,4,2,3,2,2,2,2,2,2,3,4,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,4,2,2,2,3,2,2,3,3,4,4,1,,2,,2,2,,2,1,3,1,1,1,2,3,1,1,1,3,4,1,2,1,3,3,2,3,3,2,3,2,2,,2,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7159
28,0811,04,0034,4,1,03,1,2,2,2,2,2,2,2,2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,,1,,2,2,,2,2,3,1,1,1,1,1,1,1,3,1,1,1,2,1,3,2,2,3,3,5,3,2,2,,2,1,1,1,0,0,0,1,ESCUELA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9465
28,0811,04,0034,5,1,02,2,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,,1,,3,2,,2,3,1,1,2,1,2,2,1,1,1,1,3,1,2,2,3,2,2,3,2,3,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4850
28,0811,04,0065,1,1,02,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,1,,1,,3,2,,2,3,1,1,1,1,2,2,2,1,3,3,1,1,2,1,3,2,2,3,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8222
28,0811,04,0065,5,1,02,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,1,,1,,2,1,2,2,2,3,1,1,1,3,3,1,3,3,3,1,1,2,1,3,2,1,1,2,2,2,2,2,,2,1,1,0,0,0,0,0,,1,3,1,2,1,3,1,3,2,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,2,2,2,2,1,2,1,,8638
28,0811,04,0075,1,1,01,2,1,2,3,1,2,2,1,2,3,2,1,2,2,2,2,2,5,5,5,2,1,2,2,2,1,3,1,2,2,1,2,2,2,2,2,3,1,5,4,2,5,3,2,3,1,2,5,5,5,3,1,,1,,5,2,,2,5,3,4,1,4,4,4,1,4,4,2,3,1,2,2,2,2,5,2,5,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11626
28,0811,04,0075,2,1,01,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,,2,,3,2,,2,2,3,3,1,1,3,2,1,3,3,3,3,2,,,3,2,2,3,3,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5711
28,0811,04,0075,3,1,01,2,5,5,2,2,2,2,5,5,5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,,1,,3,2,,2,3,1,1,1,1,1,4,1,1,3,3,1,2,,,2,1,2,2,5,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11354
28,0811,04,0075,4,1,01,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,3,2,2,2,2,3,2,2,2,,2,,1,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20126
28,0811,04,0077,1,1,02,2,2,2,2,3,2,2,4,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,,1,,3,2,,2,3,2,1,1,1,1,1,1,1,3,1,3,1,2,2,3,2,2,2,2,5,4,2,2,,2,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12568
28,0811,04,0077,3,1,01,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,1,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,1,,2,,2,2,,2,1,1,1,2,4,2,1,1,1,1,1,1,2,,,1,2,2,3,3,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13205
28,0811,04,0077,4,1,02,1,1,1,2,1,1,1,2,2,3,3,1,2,1,2,2,2,3,2,2,2,2,1,3,4,1,3,1,2,2,2,1,2,1,2,2,2,2,2,1,3,2,3,3,2,1,2,2,2,2,2,2,,2,,3,2,,2,3,3,1,1,4,2,2,1,1,3,1,4,1,2,1,3,2,2,4,2,4,2,2,2,,3,1,1,0,0,0,0,0,,1,1,2,2,1,2,1,1,2,2,,2,2,2,1,1,2,2,1,1,2,1,2,1,2,5,2,3,2,2,2,2,2,3,,24926
28,0811,04,0077,5,1,01,1,1,2,2,2,3,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,1,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,1,,2,,3,2,,1,3,1,1,1,1,1,2,1,4,3,5,3,1,1,1,3,1,2,3,3,3,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13299
28,0811,04,0127,1,1,03,1,2,1,2,3,3,3,4,3,3,4,1,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,3,3,2,2,,2,,3,2,,1,2,1,1,2,1,1,2,2,1,3,3,1,1,1,1,1,2,2,3,3,4,4,4,2,,3,1,0,0,0,0,0,1,ESCUELA,1,1,1,2,1,1,2,3,2,2,,3,2,1,2,1,2,2,2,1,1,2,1,1,1,5,3,1,1,2,1,3,3,1,,23107
28,0811,04,0127,2,1,06,2,2,1,2,4,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,3,2,2,1,,1,,2,2,,2,2,2,1,1,1,1,1,1,4,3,1,2,1,1,1,3,1,2,4,2,5,4,1,2,,2,1,1,1,0,0,0,1,AMIGOS,1,1,1,2,2,1,1,1,2,2,,1,1,1,2,2,2,2,2,2,2,1,2,2,1,4,1,1,2,3,1,1,4,1,,43149
28,0811,04,0127,5,1,02,2,3,2,2,3,2,2,2,2,2,3,2,2,2,4,2,3,2,1,3,2,3,2,4,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,1,3,3,2,3,3,2,1,,1,,5,2,,2,5,4,4,1,4,1,4,1,4,4,3,4,2,,,2,2,3,2,3,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11485
28,0811,04,0151,5,1,02,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,3,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,3,2,2,2,2,2,3,2,2,1,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,3,3,3,1,2,1,3,2,2,3,2,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8698
28,0811,04,0177,1,1,02,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,2,,1,,3,2,,2,3,3,3,1,2,2,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16974
28,0811,04,0177,2,1,02,2,2,3,3,2,1,3,2,3,3,3,2,3,2,2,2,3,3,2,2,3,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,,1,,2,2,,2,3,3,1,1,1,1,3,1,1,3,1,3,1,2,1,3,3,2,3,2,3,2,2,1,3,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12146
28,0811,04,0177,3,1,02,2,2,2,2,2,3,2,5,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,,2,,3,2,,2,3,3,1,1,1,1,3,1,1,2,1,1,1,2,1,3,2,2,3,2,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11383
28,0811,04,0177,4,1,02,2,1,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,1,,1,,1,2,,2,1,3,1,1,1,2,3,1,1,3,3,1,1,2,2,3,2,3,2,2,2,2,2,2,,2,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,1,3,2,,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,2,1,4,2,2,2,4,2,,11316
28,0811,04,0178,1,1,03,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,2,2,,2,,2,2,,2,3,3,1,1,1,1,1,1,2,3,1,3,1,1,1,1,3,2,2,2,2,2,2,1,3,2,1,1,0,0,0,0,0,,1,1,1,2,2,2,1,2,2,2,,2,2,2,1,2,2,2,1,1,2,2,2,1,1,4,2,1,2,2,2,4,2,2,,26191
